dataset,node_id,t,z,y,x,mean_intensity,snr,z_depth_ratio,estimated_radius_um,volume_um3,local_density_r15,eval_result
6bba_fe670320,2926749,90,43.0,206.0,87.0,0.49370608,4.556744,0.6825397,2.5401762,68.65625,0,FP
6bba_fe670320,2926750,90,34.0,235.0,167.0,0.48988035,2.324577,0.53968257,2.5434792,68.92444,0,FP
6bba_fe670320,2926751,90,37.0,155.0,118.0,0.48478425,1.5826486,0.5873016,2.5434792,68.92444,1,FP
6bba_fe670320,2926752,90,10.0,14.0,129.0,0.47155032,1.9838054,0.15873016,2.5434792,68.92444,0,FP
6bba_fe670320,2926753,90,29.0,216.0,204.0,0.4760076,3.9581892,0.46031746,2.5401762,68.65625,0,FP
6bba_fe670320,2926754,90,47.0,134.0,56.0,0.46083176,2.1518037,0.74603176,2.5434792,68.92444,1,FP
6bba_fe670320,2926755,90,32.0,3.0,67.0,0.45866734,0.8817358,0.50793654,2.5368643,68.38806,1,FP
6bba_fe670320,2926756,90,41.0,138.0,61.0,0.45936903,2.0193179,0.6507937,2.5401762,68.65625,1,FP
6bba_fe670320,2926757,90,41.0,214.0,111.0,0.4637537,4.2873015,0.6507937,2.5401762,68.65625,0,FP
6bba_fe670320,2926758,90,30.0,139.0,165.0,0.44770676,0.91850203,0.47619048,2.5401762,68.65625,1,FP
6bba_fe670320,2926759,90,38.0,227.0,134.0,0.45465404,3.158808,0.6031746,2.5434792,68.92444,0,FP
6bba_fe670320,2926760,90,46.0,154.0,67.0,0.4419355,2.92232,0.73015875,2.5434792,68.92444,0,FP
6bba_fe670320,2926761,90,35.0,195.0,114.0,0.4376343,2.7370217,0.5555556,2.5401762,68.65625,1,FP
6bba_fe670320,2926762,90,47.0,177.0,38.0,0.41445133,3.1067328,0.74603176,2.5434792,68.92444,0,FP
6bba_fe670320,2926763,90,36.0,187.0,111.0,0.37750813,1.0563494,0.5714286,2.5368643,68.38806,1,FP
6bba_fe670320,2926764,90,10.0,57.0,154.0,0.35085154,3.5753202,0.15873016,2.5434792,68.92444,0,FP
6bba_fe670320,2926765,90,41.0,143.0,87.0,0.35173357,2.2727065,0.6507937,2.5434792,68.92444,0,FP
6bba_fe670320,2926766,90,47.0,215.0,38.0,0.33285904,1.7094742,0.74603176,2.5434792,68.92444,0,FP
6bba_fe670320,2926767,90,5.0,252.0,202.0,0.33077776,3.6625242,0.07936508,2.5201738,67.04712,0,FP
6bba_fe670320,2926768,90,35.0,194.0,142.0,0.2699017,1.8891091,0.5555556,2.5434792,68.92444,0,FP
6bba_fe670320,2926769,91,29.0,13.0,240.0,1.3769201,3.470596,0.46031746,2.5434792,68.92444,0,FP
6bba_fe670320,2926770,91,44.0,10.0,47.0,1.3613704,3.1741047,0.6984127,2.5434792,68.92444,1,FP
6bba_fe670320,2926771,91,37.0,27.0,166.0,1.3135417,3.2283676,0.5873016,2.5434792,68.92444,1,FP
6bba_fe670320,2926772,91,32.0,43.0,223.0,1.2864641,2.4374242,0.50793654,2.5401762,68.65625,0,FP
6bba_fe670320,2926773,91,35.0,24.0,212.0,1.27833,2.274121,0.5555556,2.5434792,68.92444,1,FP
6bba_fe670320,2926774,91,35.0,6.0,183.0,1.2744461,4.2234926,0.5555556,2.5401762,68.65625,0,FP
6bba_fe670320,2926775,91,38.0,31.0,127.0,1.281074,2.8928678,0.6031746,2.5434792,68.92444,0,FP
6bba_fe670320,2926776,91,35.0,12.0,215.0,1.231514,1.9400032,0.5555556,2.5434792,68.92444,1,FP
6bba_fe670320,2926777,91,35.0,64.0,192.0,1.1801679,2.8530376,0.5555556,2.5434792,68.92444,1,FP
6bba_fe670320,2926778,91,33.0,32.0,175.0,1.1682264,2.3479226,0.52380955,2.5434792,68.92444,1,FP
6bba_fe670320,2926779,91,28.0,47.0,244.0,1.1578233,3.2592866,0.44444445,2.5434792,68.92444,1,FP
6bba_fe670320,2926780,91,36.0,39.0,197.0,1.1449889,4.0517178,0.5714286,2.5434792,68.92444,0,FP
6bba_fe670320,2926781,91,45.0,43.0,55.0,1.142782,3.0040658,0.71428573,2.5434792,68.92444,0,TP
6bba_fe670320,2926782,91,35.0,63.0,170.0,1.1380523,3.9896507,0.5555556,2.5434792,68.92444,0,FP
6bba_fe670320,2926783,91,43.0,62.0,121.0,1.1119548,2.0677452,0.6825397,2.5401762,68.65625,0,FP
6bba_fe670320,2926784,91,31.0,53.0,184.0,1.1000057,3.1196551,0.4920635,2.5368643,68.38806,1,FP
6bba_fe670320,2926785,91,39.0,76.0,134.0,1.0891348,3.3654194,0.61904764,2.5434792,68.92444,0,FP
6bba_fe670320,2926786,91,33.0,76.0,208.0,1.0712476,3.1780872,0.52380955,2.5434792,68.92444,1,FP
6bba_fe670320,2926787,91,41.0,15.0,98.0,1.0478977,2.2676673,0.6507937,2.5434792,68.92444,2,FP
6bba_fe670320,2926788,91,37.0,44.0,157.0,1.0317781,2.8666365,0.5873016,2.5434792,68.92444,0,FP
6bba_fe670320,2926789,91,36.0,14.0,102.0,1.0123482,1.7676709,0.5714286,2.5434792,68.92444,2,FP
6bba_fe670320,2926790,91,44.0,63.0,82.0,1.017506,5.9568768,0.6984127,2.5434792,68.92444,0,FP
6bba_fe670320,2926791,91,35.0,21.0,144.0,1.0167222,2.1344235,0.5555556,2.5434792,68.92444,0,FP
6bba_fe670320,2926792,91,30.0,7.0,163.0,1.0000836,4.6179686,0.47619048,2.5401762,68.65625,1,FP
6bba_fe670320,2926793,91,40.0,18.0,59.0,0.98556834,2.4012537,0.63492066,2.5434792,68.92444,1,FP
6bba_fe670320,2926794,91,30.0,88.0,228.0,0.97566277,3.0084486,0.47619048,2.5302145,67.851685,2,FP
6bba_fe670320,2926795,91,3.0,73.0,249.0,0.9689286,4.1110377,0.04761905,2.5401762,68.65625,0,FP
6bba_fe670320,2926796,91,28.0,74.0,244.0,0.97111475,2.7720695,0.44444445,2.5434792,68.92444,0,FP
6bba_fe670320,2926797,91,38.0,89.0,168.0,0.9692309,2.8200047,0.6031746,2.5434792,68.92444,1,FP
6bba_fe670320,2926798,91,31.0,101.0,201.0,0.9482258,2.9194887,0.4920635,2.5434792,68.92444,1,FP
6bba_fe670320,2926799,91,16.0,69.0,196.0,0.9291081,4.28145,0.25396827,2.5434792,68.92444,1,FP
6bba_fe670320,2926800,91,34.0,96.0,225.0,0.9183569,2.1393595,0.53968257,2.5401762,68.65625,2,FP
6bba_fe670320,2926801,91,42.0,41.0,84.0,0.92175066,2.8304603,0.6666667,2.5302145,67.851685,1,FP
6bba_fe670320,2926802,91,41.0,47.0,140.0,0.90229183,2.9185548,0.6507937,2.5434792,68.92444,0,FP
6bba_fe670320,2926803,91,34.0,101.0,160.0,0.89771837,3.1634817,0.53968257,2.5401762,68.65625,1,FP
6bba_fe670320,2926804,91,11.0,32.0,218.0,0.88339186,0.86851716,0.17460318,2.5434792,68.92444,0,FP
6bba_fe670320,2926805,91,15.0,37.0,241.0,0.87404543,1.3744982,0.23809524,2.5434792,68.92444,0,FP
6bba_fe670320,2926806,91,44.0,32.0,85.0,0.8919217,2.94458,0.6984127,2.5434792,68.92444,1,FP
6bba_fe670320,2926807,91,37.0,151.0,161.0,0.8813411,3.707882,0.5873016,2.5434792,68.92444,1,FP
6bba_fe670320,2926808,91,28.0,84.0,216.0,0.852082,1.247563,0.44444445,2.5302145,67.851685,2,FP
6bba_fe670320,2926809,91,50.0,23.0,19.0,0.86014366,2.9745994,0.7936508,2.5434792,68.92444,1,FP
6bba_fe670320,2926810,91,36.0,93.0,204.0,0.84717464,1.6011848,0.5714286,2.5368643,68.38806,1,FP
6bba_fe670320,2926811,91,39.0,136.0,118.0,0.84561384,3.0938966,0.61904764,2.5401762,68.65625,0,FP
6bba_fe670320,2926812,91,34.0,89.0,187.0,0.83874285,2.5928144,0.53968257,2.5434792,68.92444,0,FP
6bba_fe670320,2926813,91,25.0,224.0,233.0,0.848249,5.2763214,0.3968254,2.5434792,68.92444,0,FP
6bba_fe670320,2926814,91,26.0,138.0,223.0,0.83704406,4.316695,0.41269842,2.5434792,68.92444,2,FP
6bba_fe670320,2926815,91,32.0,116.0,208.0,0.83536714,5.468224,0.50793654,2.5434792,68.92444,1,FP
6bba_fe670320,2926816,91,47.0,95.0,28.0,0.81607527,2.7458525,0.74603176,2.5434792,68.92444,0,FP
6bba_fe670320,2926817,91,39.0,96.0,112.0,0.8256831,3.6357632,0.61904764,2.5434792,68.92444,0,FP
6bba_fe670320,2926818,91,49.0,22.0,6.0,0.8206596,2.5950825,0.7777778,2.5434792,68.92444,1,FP
6bba_fe670320,2926819,91,23.0,17.0,171.0,0.8086743,2.4660895,0.36507937,2.5434792,68.92444,1,FP
6bba_fe670320,2926820,91,29.0,104.0,251.0,0.8070845,4.1067657,0.46031746,2.5401762,68.65625,0,FP
6bba_fe670320,2926821,91,35.0,201.0,166.0,0.8231351,7.550572,0.5555556,2.5434792,68.92444,0,FP
6bba_fe670320,2926822,91,41.0,27.0,106.0,0.8036036,1.6031468,0.6507937,2.5368643,68.38806,2,FP
6bba_fe670320,2926823,91,42.0,101.0,89.0,0.80122244,3.3504653,0.6666667,2.5401762,68.65625,0,FP
6bba_fe670320,2926824,91,23.0,129.0,234.0,0.7947362,2.4071903,0.36507937,2.5434792,68.92444,2,FP
6bba_fe670320,2926825,91,34.0,84.0,154.0,0.7851138,2.30043,0.53968257,2.5401762,68.65625,1,FP
6bba_fe670320,2926826,91,37.0,94.0,138.0,0.7791139,2.3222587,0.5873016,2.5434792,68.92444,1,FP
6bba_fe670320,2926827,91,39.0,122.0,137.0,0.77272564,2.6021872,0.61904764,2.5434792,68.92444,1,FP
6bba_fe670320,2926828,91,21.0,101.0,221.0,0.7669471,2.7051103,0.33333334,2.5368643,68.38806,2,FP
6bba_fe670320,2926829,91,46.0,48.0,32.0,0.7624027,3.1766877,0.73015875,2.5401762,68.65625,1,FP
6bba_fe670320,2926830,91,27.0,181.0,226.0,0.75621045,4.5803046,0.42857143,2.5434792,68.92444,0,FP
6bba_fe670320,2926831,91,46.0,94.0,57.0,0.74720144,2.6926823,0.73015875,2.5434792,68.92444,0,FP
6bba_fe670320,2926832,91,23.0,129.0,245.0,0.7334957,1.9841406,0.36507937,2.5401762,68.65625,1,FP
6bba_fe670320,2926833,91,16.0,77.0,234.0,0.7398731,2.148554,0.25396827,2.5434792,68.92444,0,FP
6bba_fe670320,2926834,91,28.0,109.0,231.0,0.7343995,2.1787913,0.44444445,2.5401762,68.65625,1,FP
6bba_fe670320,2926835,91,38.0,58.0,27.0,0.7364793,2.3128037,0.6031746,2.5335438,68.11987,2,FP
6bba_fe670320,2926836,91,35.0,144.0,196.0,0.73355013,2.4171793,0.5555556,2.5401762,68.65625,1,FP
6bba_fe670320,2926837,91,4.0,32.0,172.0,0.723681,4.09728,0.06349207,2.5434792,68.92444,0,FP
6bba_fe670320,2926838,91,37.0,229.0,149.0,0.7424066,6.82603,0.5873016,2.5434792,68.92444,0,FP
6bba_fe670320,2926839,91,11.0,65.0,206.0,0.724759,2.16423,0.17460318,2.5434792,68.92444,2,FP
6bba_fe670320,2926840,91,24.0,63.0,231.0,0.7111875,1.8508061,0.3809524,2.5235295,67.31531,0,FP
6bba_fe670320,2926841,91,32.0,157.0,191.0,0.72042876,2.5720646,0.50793654,2.5434792,68.92444,1,FP
6bba_fe670320,2926842,91,38.0,172.0,125.0,0.7212236,2.6676846,0.6031746,2.5401762,68.65625,1,FP
6bba_fe670320,2926843,91,41.0,120.0,104.0,0.7114271,3.0428493,0.6507937,2.5401762,68.65625,1,FP
6bba_fe670320,2926844,91,22.0,32.0,196.0,0.7016305,2.49932,0.34920636,2.5434792,68.92444,0,FP
6bba_fe670320,2926845,91,42.0,151.0,107.0,0.6956378,2.4923432,0.6666667,2.5434792,68.92444,0,FP
6bba_fe670320,2926846,91,42.0,79.0,94.0,0.68875587,3.344224,0.6666667,2.5401762,68.65625,0,FP
6bba_fe670320,2926847,91,17.0,52.0,251.0,0.67350745,0.03555544,0.26984128,2.0822053,37.814575,1,FP
6bba_fe670320,2926848,91,40.0,51.0,98.0,0.6818376,2.52982,0.63492066,2.5368643,68.38806,0,FP
6bba_fe670320,2926849,91,50.0,46.0,15.0,0.67482865,2.3049064,0.7936508,2.5434792,68.92444,0,FP
6bba_fe670320,2926850,91,31.0,46.0,49.0,0.6649341,1.6656764,0.4920635,2.5434792,68.92444,0,TP
6bba_fe670320,2926851,91,37.0,61.0,151.0,0.6625276,1.9920629,0.5873016,2.5434792,68.92444,0,FP
6bba_fe670320,2926852,91,21.0,56.0,209.0,0.65887606,1.5354183,0.33333334,2.5401762,68.65625,1,FP
6bba_fe670320,2926853,91,49.0,69.0,13.0,0.6613189,3.02378,0.7777778,2.5401762,68.65625,0,FP
6bba_fe670320,2926854,91,44.0,68.0,60.0,0.65194327,3.497442,0.6984127,2.5401762,68.65625,0,FP
6bba_fe670320,2926855,91,34.0,181.0,175.0,0.64481825,2.9195588,0.53968257,2.5401762,68.65625,0,FP
6bba_fe670320,2926856,91,34.0,130.0,172.0,0.6340997,2.1018121,0.53968257,2.5434792,68.92444,2,FP
6bba_fe670320,2926857,91,24.0,170.0,245.0,0.6310217,3.7675445,0.3809524,2.5434792,68.92444,0,TP
6bba_fe670320,2926858,91,43.0,122.0,77.0,0.6292213,4.1391063,0.6825397,2.5401762,68.65625,0,FP
6bba_fe670320,2926859,91,36.0,118.0,178.0,0.6235154,2.2636428,0.5714286,2.5434792,68.92444,1,FP
6bba_fe670320,2926860,91,15.0,3.0,134.0,0.6098414,4.1023207,0.23809524,2.5401762,68.65625,0,FP
6bba_fe670320,2926861,91,29.0,11.0,67.0,0.61526513,1.7550881,0.46031746,2.5434792,68.92444,0,FP
6bba_fe670320,2926862,91,33.0,111.0,109.0,0.61166084,1.9781554,0.52380955,2.5434792,68.92444,1,FP
6bba_fe670320,2926863,91,43.0,67.0,28.0,0.6091926,1.9355074,0.6825397,2.5368643,68.38806,1,FP
6bba_fe670320,2926864,91,41.0,179.0,105.0,0.59466285,2.790611,0.6507937,2.5401762,68.65625,0,FP
6bba_fe670320,2926865,91,38.0,222.0,18.0,0.5832256,2.0392458,0.6031746,2.5434792,68.92444,0,TP
6bba_fe670320,2926866,91,44.0,193.0,66.0,0.5842347,2.8981912,0.6984127,2.5401762,68.65625,0,FP
6bba_fe670320,2926867,91,20.0,145.0,223.0,0.5808591,1.4557081,0.31746033,2.5401762,68.65625,1,FP
6bba_fe670320,2926868,91,5.0,183.0,181.0,0.5723329,2.5743258,0.07936508,2.5401762,68.65625,1,FP
6bba_fe670320,2926869,91,28.0,90.0,144.0,0.56502265,1.2967395,0.44444445,2.5401762,68.65625,2,FP
6bba_fe670320,2926870,91,39.0,186.0,123.0,0.55955267,1.8112736,0.61904764,2.5434792,68.92444,2,FP
6bba_fe670320,2926871,91,29.0,193.0,202.0,0.55727684,3.1415339,0.46031746,2.5401762,68.65625,0,FP
6bba_fe670320,2926872,91,49.0,141.0,27.0,0.5533459,2.580809,0.7777778,2.5401762,68.65625,0,FP
6bba_fe670320,2926873,91,11.0,102.0,242.0,0.54686683,3.4334137,0.17460318,2.5434792,68.92444,0,FP
6bba_fe670320,2926874,91,31.0,76.0,115.0,0.55198103,1.0084727,0.4920635,2.5401762,68.65625,0,FP
6bba_fe670320,2926875,91,8.0,190.0,176.0,0.54480517,2.2183459,0.12698413,2.5434792,68.92444,1,TP
6bba_fe670320,2926876,91,39.0,134.0,141.0,0.5458832,1.4530386,0.61904764,2.5434792,68.92444,1,FP
6bba_fe670320,2926877,91,48.0,150.0,13.0,0.524261,2.7767608,0.7619048,2.5434792,68.92444,0,FP
6bba_fe670320,2926878,91,38.0,240.0,132.0,0.5152956,3.5527446,0.6031746,2.5434792,68.92444,0,FP
6bba_fe670320,2926879,91,33.0,235.0,168.0,0.51113963,2.6552894,0.52380955,2.5401762,68.65625,0,FP
6bba_fe670320,2926880,91,19.0,117.0,214.0,0.5101704,1.9496567,0.3015873,2.5368643,68.38806,1,FP
6bba_fe670320,2926881,91,41.0,239.0,99.0,0.49514708,2.6860456,0.6507937,2.5434792,68.92444,0,FP
6bba_fe670320,2926882,91,34.0,158.0,120.0,0.493354,1.6521645,0.53968257,2.5434792,68.92444,0,FP
6bba_fe670320,2926883,91,17.0,33.0,160.0,0.48626155,0.9710296,0.26984128,2.5335438,68.11987,0,FP
6bba_fe670320,2926884,91,28.0,221.0,207.0,0.49183315,3.8914397,0.44444445,2.5401762,68.65625,0,FP
6bba_fe670320,2926885,91,46.0,141.0,58.0,0.47153583,2.297757,0.73015875,2.5434792,68.92444,0,FP
6bba_fe670320,2926886,91,34.0,194.0,114.0,0.4814957,2.0136428,0.53968257,2.5401762,68.65625,1,FP
6bba_fe670320,2926887,91,42.0,209.0,89.0,0.47353938,3.9794815,0.6666667,2.5401762,68.65625,0,FP
6bba_fe670320,2926888,91,40.0,221.0,115.0,0.47486788,3.9567075,0.63492066,2.5434792,68.92444,0,FP
6bba_fe670320,2926889,91,45.0,157.0,72.0,0.4642401,2.8682353,0.71428573,2.5434792,68.92444,0,FP
6bba_fe670320,2926890,91,50.0,175.0,4.0,0.46174285,3.0966733,0.7936508,2.5434792,68.92444,0,FP
6bba_fe670320,2926891,91,4.0,252.0,204.0,0.45747945,6.7785115,0.06349207,2.5401762,68.65625,0,FP
6bba_fe670320,2926892,91,9.0,22.0,133.0,0.43782306,2.3702376,0.14285715,2.5434792,68.92444,0,FP
6bba_fe670320,2926893,91,29.0,142.0,167.0,0.43685752,0.68554384,0.46031746,2.5235295,67.31531,2,FP
6bba_fe670320,2926894,91,46.0,181.0,41.0,0.4302297,3.356557,0.73015875,2.5401762,68.65625,0,FP
6bba_fe670320,2926895,91,37.0,203.0,20.0,0.40425545,1.816947,0.5873016,2.5434792,68.92444,0,FP
6bba_fe670320,2926896,91,25.0,172.0,204.0,0.39156237,1.4635534,0.3968254,2.5401762,68.65625,0,FP
6bba_fe670320,2926897,91,33.0,195.0,144.0,0.37162074,2.614665,0.52380955,2.5401762,68.65625,0,FP
6bba_fe670320,2926898,91,10.0,61.0,158.0,0.36278602,3.382218,0.15873016,2.5434792,68.92444,0,FP
6bba_fe670320,2926899,91,26.0,105.0,179.0,0.3345723,0.7486936,0.41269842,2.5134354,66.51074,0,FP
6bba_fe670320,2926900,91,46.0,217.0,42.0,0.33015126,2.3029673,0.73015875,2.5434792,68.92444,0,FP
6bba_fe670320,2926901,91,40.0,144.0,89.0,0.29492128,1.5584714,0.63492066,2.5401762,68.65625,0,FP
6bba_fe670320,2926902,92,4.0,20.0,227.0,1.4630893,1.9611466,0.06349207,2.5434792,68.92444,0,FP
6bba_fe670320,2926903,92,29.0,15.0,243.0,1.403319,3.5410576,0.46031746,2.5434792,68.92444,0,FP
6bba_fe670320,2926904,92,36.0,30.0,169.0,1.3018904,2.9974813,0.5714286,2.5434792,68.92444,1,FP
6bba_fe670320,2926905,92,35.0,9.0,184.0,1.2896546,3.1845875,0.5555556,2.5434792,68.92444,0,FP
6bba_fe670320,2926906,92,34.0,13.0,221.0,1.2749978,2.1302192,0.53968257,2.5401762,68.65625,1,FP
6bba_fe670320,2926907,92,27.0,34.0,252.0,1.262269,2.8164082,0.42857143,2.5401762,68.65625,0,FP
6bba_fe670320,2926908,92,44.0,12.0,48.0,1.2497858,3.3938303,0.6984127,2.5434792,68.92444,0,FP
6bba_fe670320,2926909,92,32.0,49.0,226.0,1.2293034,2.4053907,0.50793654,2.5401762,68.65625,0,FP
6bba_fe670320,2926910,92,35.0,66.0,195.0,1.2219751,3.1369734,0.5555556,2.5434792,68.92444,1,FP
6bba_fe670320,2926911,92,37.0,34.0,129.0,1.2097719,2.8226783,0.5873016,2.5434792,68.92444,1,FP
6bba_fe670320,2926912,92,34.0,26.0,215.0,1.2040623,2.0899348,0.53968257,2.5401762,68.65625,1,FP
6bba_fe670320,2926913,92,33.0,34.0,178.0,1.1721028,2.3793962,0.52380955,2.5434792,68.92444,1,FP
6bba_fe670320,2926914,92,34.0,65.0,173.0,1.1746291,4.115055,0.53968257,2.5434792,68.92444,0,FP
6bba_fe670320,2926915,92,41.0,21.0,131.0,1.1448364,1.9927123,0.6507937,2.5434792,68.92444,1,FP
6bba_fe670320,2926916,92,35.0,39.0,200.0,1.1297586,3.7273507,0.5555556,2.5434792,68.92444,0,FP
6bba_fe670320,2926917,92,35.0,16.0,104.0,1.1143975,2.1434617,0.5555556,2.5434792,68.92444,2,FP
6bba_fe670320,2926918,92,27.0,51.0,245.0,1.1022635,2.700168,0.42857143,2.5434792,68.92444,0,FP
6bba_fe670320,2926919,92,37.0,76.0,135.0,1.0913416,3.2234976,0.5873016,2.5434792,68.92444,1,FP
6bba_fe670320,2926920,92,37.0,45.0,161.0,1.07736,2.6206305,0.5873016,2.5434792,68.92444,0,FP
6bba_fe670320,2926921,92,26.0,79.0,247.0,1.0290269,3.2381527,0.41269842,2.5434792,68.92444,0,FP
6bba_fe670320,2926922,92,31.0,78.0,210.0,1.0276585,3.0207071,0.4920635,2.5434792,68.92444,1,FP
6bba_fe670320,2926923,92,43.0,64.0,123.0,1.0287945,1.8127633,0.6825397,2.5434792,68.92444,0,FP
6bba_fe670320,2926924,92,31.0,56.0,186.0,1.029956,2.529301,0.4920635,2.5401762,68.65625,1,FP
6bba_fe670320,2926925,92,29.0,93.0,230.0,1.0260433,3.3048437,0.46031746,2.5401762,68.65625,0,FP
6bba_fe670320,2926926,92,41.0,16.0,98.0,1.0068275,1.8975457,0.6507937,2.5434792,68.92444,1,FP
6bba_fe670320,2926927,92,45.0,43.0,56.0,1.0145441,2.5245712,0.71428573,2.5434792,68.92444,1,TP
6bba_fe670320,2926928,92,34.0,23.0,149.0,1.0071507,2.6982985,0.53968257,2.5434792,68.92444,0,FP
6bba_fe670320,2926929,92,30.0,104.0,203.0,0.97978973,3.389112,0.47619048,2.5434792,68.92444,1,FP
6bba_fe670320,2926930,92,43.0,64.0,84.0,0.9705994,5.4162717,0.6825397,2.5434792,68.92444,0,FP
6bba_fe670320,2926931,92,30.0,10.0,167.0,0.9688898,3.22275,0.47619048,2.5434792,68.92444,0,FP
6bba_fe670320,2926932,92,16.0,74.0,196.0,0.9577175,4.6634355,0.25396827,2.5434792,68.92444,0,FP
6bba_fe670320,2926933,92,38.0,89.0,171.0,0.9367559,2.8029993,0.6031746,2.5434792,68.92444,0,FP
6bba_fe670320,2926934,92,40.0,29.0,109.0,0.9345926,2.1526632,0.63492066,2.5302145,67.851685,1,FP
6bba_fe670320,2926935,92,40.0,48.0,140.0,0.92774695,3.515877,0.63492066,2.5434792,68.92444,0,FP
6bba_fe670320,2926936,92,33.0,102.0,162.0,0.9134205,3.1860003,0.52380955,2.5434792,68.92444,0,FP
6bba_fe670320,2926937,92,42.0,41.0,84.0,0.9002192,2.9173524,0.6666667,2.5434792,68.92444,0,FP
6bba_fe670320,2926938,92,48.0,22.0,8.0,0.8640455,2.5986218,0.7619048,2.5434792,68.92444,1,FP
6bba_fe670320,2926939,92,36.0,91.0,206.0,0.853955,1.8070866,0.5714286,2.5401762,68.65625,2,FP
6bba_fe670320,2926940,92,39.0,20.0,60.0,0.85067725,2.2090356,0.61904764,2.5434792,68.92444,2,FP
6bba_fe670320,2926941,92,22.0,132.0,238.0,0.8401039,2.4216747,0.34920636,2.5434792,68.92444,1,FP
6bba_fe670320,2926942,92,23.0,22.0,173.0,0.8340714,2.6065314,0.36507937,2.5434792,68.92444,0,FP
6bba_fe670320,2926943,92,24.0,226.0,236.0,0.8442164,5.093667,0.3809524,2.5434792,68.92444,0,FP
6bba_fe670320,2926944,92,39.0,137.0,120.0,0.83812577,3.3008614,0.61904764,2.5401762,68.65625,0,FP
6bba_fe670320,2926945,92,33.0,91.0,190.0,0.8364452,2.5776882,0.52380955,2.5401762,68.65625,0,FP
6bba_fe670320,2926946,92,47.0,97.0,29.0,0.82795167,3.033109,0.74603176,2.5434792,68.92444,0,FP
6bba_fe670320,2926947,92,37.0,154.0,161.0,0.82588273,3.3579547,0.5873016,2.5434792,68.92444,0,FP
6bba_fe670320,2926948,92,38.0,60.0,30.0,0.8179264,2.9964209,0.6031746,2.5434792,68.92444,1,FP
6bba_fe670320,2926949,92,43.0,34.0,48.0,0.8042896,1.8559983,0.6825397,2.5335438,68.11987,1,FP
6bba_fe670320,2926950,92,12.0,36.0,219.0,0.7975419,1.1394287,0.1904762,2.5368643,68.38806,0,FP
6bba_fe670320,2926951,92,31.0,119.0,214.0,0.8105799,5.6764975,0.4920635,2.5401762,68.65625,1,FP
6bba_fe670320,2926952,92,14.0,42.0,244.0,0.7873824,0.6570802,0.22222222,2.451093,61.68335,0,FP
6bba_fe670320,2926953,92,50.0,25.0,17.0,0.7986962,2.0338957,0.7936508,2.5434792,68.92444,1,FP
6bba_fe670320,2926954,92,23.0,134.0,249.0,0.7809941,1.8307575,0.36507937,2.5434792,68.92444,1,FP
6bba_fe670320,2926955,92,35.0,204.0,169.0,0.7911355,7.6349072,0.5555556,2.5434792,68.92444,0,FP
6bba_fe670320,2926956,92,21.0,105.0,221.0,0.77397424,3.1955643,0.33333334,2.5434792,68.92444,0,FP
6bba_fe670320,2926957,92,34.0,86.0,156.0,0.77064943,2.2679539,0.53968257,2.5401762,68.65625,1,FP
6bba_fe670320,2926958,92,38.0,97.0,112.0,0.7693065,3.4174054,0.6031746,2.5401762,68.65625,0,FP
6bba_fe670320,2926959,92,28.0,109.0,234.0,0.7591142,1.797559,0.44444445,2.5434792,68.92444,0,FP
6bba_fe670320,2926960,92,42.0,103.0,91.0,0.75284207,3.0780292,0.6666667,2.5401762,68.65625,0,FP
6bba_fe670320,2926961,92,36.0,232.0,150.0,0.7561306,7.610719,0.5714286,2.5401762,68.65625,0,FP
6bba_fe670320,2926962,92,5.0,36.0,174.0,0.7349512,4.5736237,0.07936508,2.5434792,68.92444,0,FP
6bba_fe670320,2926963,92,26.0,185.0,227.0,0.74195296,4.576873,0.41269842,2.5434792,68.92444,0,FP
6bba_fe670320,2926964,92,32.0,159.0,192.0,0.73279154,3.465653,0.50793654,2.5434792,68.92444,1,FP
6bba_fe670320,2926965,92,39.0,123.0,139.0,0.7255866,2.4139488,0.61904764,2.5434792,68.92444,0,FP
6bba_fe670320,2926966,92,46.0,99.0,57.0,0.7243053,3.00155,0.73015875,2.5434792,68.92444,0,FP
6bba_fe670320,2926967,92,41.0,90.0,135.0,0.71360856,1.5035748,0.6507937,2.5368643,68.38806,2,FP
6bba_fe670320,2926968,92,10.0,69.0,209.0,0.6999462,2.583769,0.15873016,2.5434792,68.92444,1,FP
6bba_fe670320,2926969,92,42.0,84.0,96.0,0.7084398,3.57477,0.6666667,2.5401762,68.65625,0,FP
6bba_fe670320,2926970,92,15.0,81.0,234.0,0.6860372,1.9329207,0.23809524,2.5434792,68.92444,0,FP
6bba_fe670320,2926971,92,40.0,29.0,69.0,0.68239665,1.1793668,0.63492066,2.5302145,67.851685,1,FP
6bba_fe670320,2926972,92,36.0,94.0,141.0,0.68793553,1.7921752,0.5714286,2.5434792,68.92444,2,FP
6bba_fe670320,2926973,92,47.0,68.0,17.0,0.6801607,2.3203247,0.74603176,2.5434792,68.92444,0,FP
6bba_fe670320,2926974,92,36.0,62.0,153.0,0.6745165,2.273409,0.5714286,2.5434792,68.92444,0,FP
6bba_fe670320,2926975,92,7.0,192.0,178.0,0.6676273,2.6614804,0.11111111,2.5434792,68.92444,0,TP
6bba_fe670320,2926976,92,34.0,144.0,200.0,0.66396135,2.6954079,0.53968257,2.5401762,68.65625,1,FP
6bba_fe670320,2926977,92,38.0,176.0,125.0,0.66286516,2.5132964,0.6031746,2.5434792,68.92444,1,FP
