dataset,noise_ratio,n_gt_nodes,n_noise_nodes,n_gt_edges,n_pred_edges,tp_edges,fp_edges,culled_gt,kept_gt,culled_noise,kept_noise,gt_erase_rate,noise_purge_rate,pre_pe_ratio,post_pe_ratio,edge_precision,edge_recall
44b6_c771cb04,2.0,227,454,223,304,223,81,0,227,306,148,0.0,0.674009,3.0538,1.2336,0.7336,1.0
44b6_c8e2a523,2.0,168,336,164,182,159,23,0,168,290,46,0.0,0.863095,3.0732,1.1758,0.8736,0.9695
44b6_c96cfa10,2.0,629,1258,616,758,614,144,0,629,995,263,0.0,0.790938,3.0633,1.1768,0.81,0.9968
44b6_cf2536e8,2.0,76,152,75,201,70,131,0,76,2,150,0.0,0.013158,3.04,1.1244,0.3483,0.9333
44b6_cf8fed6b,2.0,191,382,188,201,186,15,0,191,353,29,0.0,0.924084,3.0479,1.0945,0.9254,0.9894
44b6_d29c9ab2,2.0,1353,2706,1328,1786,1287,499,3,1350,1840,866,0.002217,0.67997,3.0565,1.2408,0.7206,0.9691
44b6_d2f34f90,2.0,283,566,281,435,279,156,0,283,300,266,0.0,0.530035,3.0214,1.2621,0.6414,0.9929
44b6_d5e7d891,2.0,906,1812,893,1215,890,325,0,906,1235,577,0.0,0.681567,3.0437,1.2206,0.7325,0.9966
44b6_d754aa59,2.0,72,144,70,75,64,11,1,71,127,17,0.013889,0.881944,3.0857,1.1733,0.8533,0.9143
44b6_d78e09d9,2.0,463,926,451,564,448,116,1,462,715,211,0.00216,0.772138,3.0798,1.1933,0.7943,0.9933
44b6_db3c847b,2.0,165,330,162,174,161,13,0,165,306,24,0.0,0.927273,3.0556,1.0862,0.9253,0.9938
44b6_ddf577ad,2.0,659,1318,647,1059,645,414,0,659,631,687,0.0,0.478756,3.0556,1.271,0.6091,0.9969
44b6_deabac95,2.0,126,252,124,174,123,51,0,126,165,87,0.0,0.654762,3.0484,1.2241,0.7069,0.9919
44b6_e28840c6,2.0,311,622,309,654,307,347,0,311,147,475,0.0,0.236334,3.0194,1.2018,0.4694,0.9935
44b6_e29f0176,2.0,51,102,50,49,46,3,2,49,98,4,0.039216,0.960784,3.06,1.0816,0.9388,0.92
44b6_e31261b4,2.0,116,232,113,120,113,7,0,116,218,14,0.0,0.939655,3.0796,1.0833,0.9417,1.0
44b6_e35b117d,2.0,270,540,266,300,266,34,0,270,474,66,0.0,0.877778,3.0451,1.12,0.8867,1.0
44b6_e57ff5c6,2.0,193,386,186,186,169,17,5,188,361,25,0.025907,0.935233,3.1129,1.1452,0.9086,0.9086
44b6_eb2880fc,2.0,390,780,379,471,376,95,0,390,613,167,0.0,0.785897,3.0871,1.1826,0.7983,0.9921
44b6_f28707c6,2.0,63,126,61,60,54,6,0,63,121,5,0.0,0.960317,3.0984,1.1333,0.9,0.8852
6bba_05b6850b,2.0,861,1722,845,1066,840,226,0,861,1299,423,0.0,0.754355,3.0568,1.2045,0.788,0.9941
6bba_05db0fb1,2.0,1229,2458,1183,1630,1161,469,1,1228,1636,822,0.000814,0.665582,3.1167,1.2577,0.7123,0.9814
6bba_062c8d37,2.0,930,1860,898,1156,881,275,0,930,1343,517,0.0,0.722043,3.1069,1.2517,0.7621,0.9811
6bba_07477033,2.0,613,1226,602,763,601,162,0,613,921,305,0.0,0.751223,3.0548,1.2031,0.7877,0.9983
6bba_07e24132,2.0,359,718,345,392,339,53,2,357,615,103,0.005571,0.856546,3.1217,1.1735,0.8648,0.9826
6bba_085bf656,2.0,1198,2396,1168,1552,1163,389,0,1198,1692,704,0.0,0.706177,3.0771,1.2255,0.7494,0.9957
6bba_09961292,2.0,1950,3900,1871,3136,1851,1285,0,1950,1785,2115,0.0,0.457692,3.1267,1.2962,0.5902,0.9893
6bba_0c7fa718,2.0,704,1408,659,842,608,234,3,701,991,417,0.004261,0.703835,3.2049,1.3278,0.7221,0.9226
6bba_0e7c0d07,2.0,209,418,198,220,192,28,0,209,365,53,0.0,0.873206,3.1667,1.1909,0.8727,0.9697
6bba_12665c0e,2.0,1036,2072,998,1327,954,373,1,1035,1428,644,0.000965,0.689189,3.1142,1.2653,0.7189,0.9559
6bba_13f19531,2.0,737,1474,704,892,695,197,1,736,1109,365,0.001357,0.752374,3.1406,1.2343,0.7791,0.9872
6bba_15403b9a,2.0,758,1516,729,959,707,252,0,758,1070,446,0.0,0.705805,3.1193,1.2555,0.7372,0.9698
6bba_1d0d8384,2.0,1438,2876,1365,1941,1325,616,4,1434,1807,1069,0.002782,0.628303,3.1604,1.2895,0.6826,0.9707
6bba_1ebfb80d,2.0,745,1490,719,893,708,185,0,745,1146,344,0.0,0.769128,3.1085,1.2195,0.7928,0.9847
6bba_1f58c2f6,2.0,317,634,299,329,285,44,2,315,553,81,0.006309,0.87224,3.1806,1.2036,0.8663,0.9532
6bba_207c6aaf,2.0,475,950,450,579,434,145,2,473,698,252,0.004211,0.734737,3.1667,1.2522,0.7496,0.9644
6bba_20852818,2.0,952,1904,909,1196,878,318,0,952,1340,564,0.0,0.703782,3.1419,1.2676,0.7341,0.9659
6bba_2312ac41,2.0,1156,2312,1132,1506,1120,386,0,1156,1607,705,0.0,0.695069,3.0636,1.2357,0.7437,0.9894
6bba_23af9eeb,2.0,513,1026,499,585,497,88,0,513,851,175,0.0,0.829435,3.0842,1.1761,0.8496,0.996
6bba_2540cd90,2.0,529,1058,523,654,523,131,0,529,800,258,0.0,0.756144,3.0344,1.2034,0.7997,1.0
6bba_2646afc7,2.0,738,1476,721,883,712,171,0,738,1150,326,0.0,0.779133,3.0707,1.205,0.8063,0.9875
6bba_268e1230,2.0,641,1282,609,699,576,123,2,639,1065,217,0.00312,0.830733,3.1576,1.2246,0.824,0.9458
6bba_2819ca14,2.0,986,1972,949,1268,900,368,2,984,1315,657,0.002028,0.666836,3.117,1.2942,0.7098,0.9484
6bba_283bf9f1,2.0,1342,2684,1288,1793,1265,528,0,1342,1756,928,0.0,0.654247,3.1258,1.266,0.7055,0.9821
6bba_312f0dc3,2.0,520,1040,500,598,491,107,2,518,840,200,0.003846,0.807692,3.12,1.2007,0.8211,0.982
6bba_32db13fc,2.0,862,1724,811,1098,777,321,2,860,1170,554,0.00232,0.678654,3.1887,1.2878,0.7077,0.9581
6bba_337b1b3a,2.0,1272,2544,1213,1917,1185,732,0,1272,1342,1202,0.0,0.527516,3.1459,1.2906,0.6182,0.9769
6bba_372c8cb8,2.0,1036,2072,1007,1380,1005,375,0,1036,1385,687,0.0,0.668436,3.0864,1.2486,0.7283,0.998
6bba_3a1849c2,2.0,1173,2346,1142,1505,1141,364,0,1173,1675,671,0.0,0.713981,3.0814,1.2252,0.7581,0.9991
6bba_3abfe10a,2.0,997,1994,935,1345,918,427,0,997,1258,736,0.0,0.630893,3.1989,1.2885,0.6825,0.9818
6bba_3c5691b6,2.0,765,1530,746,990,739,251,1,764,1081,449,0.001307,0.706536,3.0764,1.2253,0.7465,0.9906
6bba_3db54e20,2.0,502,1004,474,557,455,102,1,501,813,191,0.001992,0.809761,3.1772,1.2424,0.8169,0.9599
6bba_3fda6b25,2.0,1207,2414,1179,1573,1160,413,3,1204,1664,750,0.002486,0.689312,3.0712,1.2422,0.7374,0.9839
6bba_43fea39d,2.0,910,1820,880,1213,853,360,2,908,1191,629,0.002198,0.654396,3.1023,1.2671,0.7032,0.9693
6bba_474be664,2.0,292,584,286,339,283,56,0,292,482,102,0.0,0.825342,3.0629,1.1622,0.8348,0.9895
6bba_48816121,2.0,935,1870,918,1186,909,277,0,935,1367,503,0.0,0.731016,3.0556,1.2125,0.7664,0.9902
6bba_4aa14c89,2.0,707,1414,681,916,676,240,0,707,986,428,0.0,0.697313,3.1145,1.2391,0.738,0.9927
6bba_4f99ce20,2.0,1057,2114,1010,1305,964,341,1,1056,1506,608,0.000946,0.712394,3.1396,1.2751,0.7387,0.9545
6bba_4ffd3da3,2.0,706,1412,689,910,680,230,0,706,994,418,0.0,0.703966,3.074,1.2352,0.7473,0.9869
6bba_55b7eebe,2.0,705,1410,688,869,686,183,0,705,1070,340,0.0,0.758865,3.0741,1.2025,0.7894,0.9971
6bba_55c70843,2.0,490,980,467,618,463,155,0,490,709,271,0.0,0.723469,3.1478,1.2314,0.7492,0.9914
6bba_57b7cc1e,2.0,1659,3318,1592,2343,1564,779,1,1658,1998,1320,0.000603,0.60217,3.1263,1.271,0.6675,0.9824
6bba_5a4d9360,2.0,747,1494,722,892,685,207,2,745,1124,370,0.002677,0.752343,3.1039,1.25,0.7679,0.9488
6bba_5b28472a,2.0,737,1474,724,909,715,194,1,736,1113,361,0.001357,0.755088,3.0539,1.2068,0.7866,0.9876
6bba_5c039895,2.0,1174,2348,1145,1611,1131,480,1,1173,1490,858,0.000852,0.634583,3.076,1.2607,0.702,0.9878
6bba_5c824876,2.0,1170,2340,1130,1542,1116,426,1,1169,1593,747,0.000855,0.680769,3.1062,1.2425,0.7237,0.9876
6bba_5dfe9ad1,2.0,1542,3084,1487,2173,1466,707,1,1541,1828,1256,0.000649,0.592737,3.111,1.2872,0.6746,0.9859
6bba_5f89039d,2.0,904,1808,885,1128,885,243,0,904,1354,454,0.0,0.748894,3.0644,1.2039,0.7846,1.0
6bba_61dd1e0d,2.0,558,1116,543,635,539,96,0,558,930,186,0.0,0.833333,3.0829,1.1717,0.8488,0.9926
6bba_61ecbe65,2.0,640,1280,614,708,583,125,2,638,1046,234,0.003125,0.817187,3.127,1.2316,0.8234,0.9495
6bba_6321a359,2.0,827,1654,798,1051,779,272,1,826,1167,487,0.001209,0.705562,3.109,1.2493,0.7412,0.9762
6bba_6479435d,2.0,617,1234,580,804,554,250,0,617,812,422,0.0,0.658023,3.1914,1.2923,0.6891,0.9552
6bba_67ebd073,2.0,462,924,438,508,403,105,2,460,737,187,0.004329,0.797619,3.1644,1.2736,0.7933,0.9201
6bba_6ca87370,2.0,1081,2162,1052,1416,1024,392,1,1080,1473,689,0.000925,0.681314,3.0827,1.2493,0.7232,0.9734
6bba_6db0e9b4,2.0,449,898,440,523,439,84,1,448,741,157,0.002227,0.825167,3.0614,1.1568,0.8394,0.9977
6bba_6feb10f0,2.0,1368,2736,1343,1883,1341,542,0,1368,1757,979,0.0,0.642178,3.0558,1.2464,0.7122,0.9985
6bba_6feeb0b1,2.0,1389,2778,1343,1900,1330,570,1,1388,1770,1008,0.00072,0.637149,3.1028,1.2611,0.7,0.9903
6bba_705ec2c9,2.0,596,1192,562,720,550,170,0,596,896,296,0.0,0.751678,3.1815,1.2389,0.7639,0.9786
6bba_718b21f9,2.0,661,1322,652,795,651,144,0,661,1046,276,0.0,0.791225,3.0414,1.1786,0.8189,0.9985
6bba_74686d6a,2.0,586,1172,576,712,564,148,0,586,895,277,0.0,0.763652,3.0521,1.2121,0.7921,0.9792
6bba_767a1e17,2.0,718,1436,658,1017,615,402,3,715,796,640,0.004178,0.554318,3.2736,1.3324,0.6047,0.9347
6bba_76db78c1,2.0,617,1234,604,721,603,118,0,617,1001,233,0.0,0.811183,3.0646,1.1789,0.8363,0.9983
6bba_784a78c9,2.0,1788,3576,1739,2537,1735,802,1,1787,2160,1416,0.000559,0.604027,3.0845,1.2625,0.6839,0.9977
6bba_786893ac,2.0,1465,2930,1395,2113,1376,737,3,1462,1685,1245,0.002048,0.575085,3.1505,1.2811,0.6512,0.9864
6bba_789f8168,2.0,713,1426,681,873,649,224,5,708,1038,388,0.007013,0.72791,3.141,1.2554,0.7434,0.953
6bba_78a7bd97,2.0,886,1772,832,1140,803,337,3,883,1202,570,0.003386,0.67833,3.1947,1.2746,0.7044,0.9651
6bba_7af54fde,2.0,1131,2262,1092,1472,1088,384,0,1131,1551,711,0.0,0.685676,3.1071,1.2514,0.7391,0.9963
6bba_7b5d3b2c,2.0,565,1130,555,659,555,104,0,565,927,203,0.0,0.820354,3.0541,1.1654,0.8422,1.0
6bba_7d3058ae,2.0,1200,2400,1173,1576,1156,420,1,1199,1640,760,0.000833,0.683333,3.0691,1.243,0.7335,0.9855
6bba_7f87b3d8,2.0,1000,2000,934,1182,843,339,6,994,1424,576,0.006,0.712,3.212,1.3283,0.7132,0.9026
6bba_80d12824,2.0,680,1360,654,788,628,160,0,680,1070,290,0.0,0.786765,3.1193,1.231,0.797,0.9602
6bba_825bd1c6,2.0,968,1936,930,1289,918,371,1,967,1276,660,0.001033,0.659091,3.1226,1.2622,0.7122,0.9871
6bba_87289e13,2.0,724,1448,699,864,655,209,1,723,1086,362,0.001381,0.75,3.1073,1.2558,0.7581,0.9371
6bba_8b7818bf,2.0,741,1482,725,907,716,191,0,741,1123,359,0.0,0.75776,3.0662,1.2128,0.7894,0.9876
6bba_907271db,2.0,945,1890,921,1179,917,262,0,945,1396,494,0.0,0.738624,3.0782,1.2205,0.7778,0.9957
6bba_91951b3a,2.0,1188,2376,1148,1522,1129,393,0,1188,1673,703,0.0,0.704125,3.1045,1.2424,0.7418,0.9834
6bba_96833384,2.0,758,1516,721,909,714,195,0,758,1160,356,0.0,0.765172,3.154,1.2255,0.7855,0.9903
6bba_969618f6,2.0,679,1358,658,796,649,147,0,679,1078,280,0.0,0.793814,3.0957,1.2048,0.8153,0.9863
6bba_971fa5e0,2.0,792,1584,767,963,745,218,1,791,1178,406,0.001263,0.743687,3.0978,1.243,0.7736,0.9713
6bba_9a41d029,2.0,1401,2802,1353,1865,1333,532,1,1400,1859,943,0.000714,0.663455,3.1064,1.2563,0.7147,0.9852
6bba_9e23430b,2.0,914,1828,891,1137,878,259,0,914,1353,475,0.0,0.740153,3.0774,1.2216,0.7722,0.9854
6bba_a5e926bb,2.0,741,1482,698,852,654,198,2,739,1135,347,0.002699,0.765857,3.1848,1.2746,0.7676,0.937
6bba_a90a0b9c,2.0,1147,2294,1112,1521,1106,415,0,1147,1539,755,0.0,0.670881,3.0944,1.2505,0.7272,0.9946
6bba_ab78413d,2.0,1179,2358,1138,1594,1129,465,0,1179,1533,825,0.0,0.650127,3.1081,1.2572,0.7083,0.9921
6bba_acd782a8,2.0,356,712,330,430,313,117,3,353,514,198,0.008427,0.72191,3.2364,1.2814,0.7279,0.9485
6bba_ae82a791,2.0,1495,2990,1471,2036,1445,591,0,1495,1959,1031,0.0,0.655184,3.0489,1.2407,0.7097,0.9823
6bba_aeee7805,2.0,795,1590,768,1006,765,241,0,795,1147,443,0.0,0.721384,3.1055,1.2306,0.7604,0.9961
6bba_af149c94,2.0,1350,2700,1317,1830,1312,518,1,1349,1758,942,0.000741,0.651111,3.0752,1.2519,0.7169,0.9962
6bba_afb141ff,2.0,654,1308,626,833,600,233,2,652,894,414,0.003058,0.683486,3.1342,1.2797,0.7203,0.9585
6bba_b1ae37b9,2.0,612,1224,579,936,572,364,0,612,623,601,0.0,0.508987,3.171,1.2959,0.6111,0.9879
6bba_b204cac7,2.0,826,1652,811,983,807,176,0,826,1320,332,0.0,0.799031,3.0555,1.178,0.821,0.9951
6bba_b329af44,2.0,1316,2632,1268,1720,1252,468,1,1315,1785,847,0.00076,0.678191,3.1136,1.257,0.7279,0.9874
6bba_b693381b,2.0,983,1966,935,1221,893,328,1,982,1385,581,0.001017,0.704476,3.154,1.2801,0.7314,0.9551
6bba_bb9f20c3,2.0,1925,3850,1879,2815,1853,962,1,1924,2201,1649,0.000519,0.571688,3.0734,1.2693,0.6583,0.9862
6bba_bbb708ca,2.0,892,1784,861,1079,838,241,0,892,1342,442,0.0,0.752242,3.108,1.2363,0.7766,0.9733
6bba_c27cba08,2.0,517,1034,493,601,492,109,0,517,830,204,0.0,0.802708,3.146,1.1997,0.8186,0.998
6bba_c328f2fd,2.0,511,1022,500,623,490,133,0,511,778,244,0.0,0.761252,3.066,1.2119,0.7865,0.98
6bba_c73a1d11,2.0,737,1474,710,983,658,325,0,737,953,521,0.0,0.64654,3.1141,1.2798,0.6694,0.9268
6bba_cdcfe533,2.0,1419,2838,1348,1998,1319,679,0,1419,1709,1129,0.0,0.602185,3.158,1.2753,0.6602,0.9785
6bba_cf35214c,2.0,842,1684,817,1013,813,200,1,841,1308,376,0.001188,0.776722,3.0918,1.2014,0.8026,0.9951
6bba_cff5865f,2.0,1571,3142,1501,2331,1471,860,1,1570,1709,1433,0.000637,0.543921,3.1399,1.2883,0.6311,0.98
6bba_d0fc38b5,2.0,835,1670,813,1039,807,232,0,835,1242,428,0.0,0.743713,3.0812,1.2156,0.7767,0.9926
6bba_d1acb6ff,2.0,681,1362,643,825,616,209,3,678,1003,359,0.004405,0.736417,3.1773,1.257,0.7467,0.958
6bba_d2b9fc0c,2.0,944,1888,921,1158,916,242,0,944,1435,453,0.0,0.760064,3.0749,1.2064,0.791,0.9946
6bba_d3da753b,2.0,887,1774,857,1091,819,272,2,885,1287,487,0.002255,0.725479,3.105,1.2576,0.7507,0.9557
6bba_d5eae175,2.0,528,1056,519,620,517,103,0,528,864,192,0.0,0.818182,3.052,1.1613,0.8339,0.9961
6bba_d6ecebbb,2.0,886,1772,862,1202,856,346,0,886,1159,613,0.0,0.654063,3.0835,1.2471,0.7121,0.993
6bba_d82a4fc6,2.0,545,1090,530,624,521,103,1,544,900,190,0.001835,0.825688,3.0849,1.1763,0.8349,0.983
6bba_debd7bfa,2.0,766,1532,729,901,684,217,2,764,1153,379,0.002611,0.752611,3.1523,1.2686,0.7592,0.9383
6bba_df673a83,2.0,668,1336,654,848,650,198,0,668,973,363,0.0,0.728293,3.0642,1.2158,0.7665,0.9939
6bba_e16ffc58,2.0,964,1928,942,1203,922,281,1,963,1415,513,0.001037,0.733921,3.0701,1.2269,0.7664,0.9788
6bba_e5e44988,2.0,666,1332,634,751,596,155,4,662,1041,291,0.006006,0.781532,3.1514,1.269,0.7936,0.9401
6bba_ebdf3b34,2.0,847,1694,803,1014,784,230,1,846,1273,421,0.001181,0.751476,3.1644,1.2495,0.7732,0.9763
6bba_ebff6e76,2.0,1318,2636,1264,1778,1251,527,1,1317,1705,931,0.000759,0.646813,3.1282,1.2643,0.7036,0.9897
6bba_ed9377fd,2.0,531,1062,508,607,506,101,0,531,869,193,0.0,0.818267,3.1358,1.1928,0.8336,0.9961
6bba_edf14583,2.0,801,1602,760,988,759,229,0,801,1198,404,0.0,0.747815,3.1618,1.2196,0.7682,0.9987
6bba_eebc57a5,2.0,1026,2052,989,1262,973,289,2,1024,1526,526,0.001949,0.743665,3.1122,1.2282,0.771,0.9838
6bba_ef7b4f7e,2.0,1234,2468,1201,1637,1194,443,1,1233,1672,796,0.00081,0.677472,3.0824,1.2395,0.7294,0.9942
6bba_f17befbc,2.0,1078,2156,1015,1406,982,424,3,1075,1411,745,0.002783,0.654453,3.1862,1.2945,0.6984,0.9675
6bba_f1fde7e0,2.0,476,952,446,509,403,106,1,475,765,187,0.002101,0.803571,3.2018,1.3006,0.7917,0.9036
6bba_f20478e9,2.0,1003,2006,963,1250,912,338,4,999,1419,587,0.003988,0.707378,3.1246,1.2688,0.7296,0.947
6bba_f4ae811c,2.0,1001,2002,965,1348,943,405,0,1001,1291,711,0.0,0.644855,3.1119,1.27,0.6996,0.9772
6bba_f8ffd5e7,2.0,389,778,370,440,345,95,4,385,618,160,0.010283,0.794344,3.1541,1.2386,0.7841,0.9324
6bba_fbc898dc,2.0,655,1310,639,818,634,184,1,654,963,347,0.001527,0.735115,3.0751,1.2237,0.7751,0.9922
6bba_fc516dc6,2.0,788,1576,762,904,718,186,1,787,1238,338,0.001269,0.785533,3.1024,1.2445,0.7942,0.9423
6bba_fc5f39dc,2.0,471,942,458,632,454,178,0,471,628,314,0.0,0.666667,3.0852,1.2421,0.7184,0.9913
6bba_fc83837d,2.0,957,1914,923,1178,905,273,2,955,1424,490,0.00209,0.743992,3.1105,1.2267,0.7683,0.9805
6bba_fe670320,2.0,716,1432,680,863,664,199,1,715,1066,366,0.001397,0.744413,3.1588,1.2526,0.7694,0.9765
