dataset,series,group,gt_nodes,est_nodes,track_count,total_nodes,mean_length,mean_raw_intensity,mean_dog_response,mean_step_um,mean_total_disp_um
6bba_d6ecebbb,6bba,Group C: Unannotated Cells,886,5359,659,6180,9.377845220030348,475.6744472031676,58.35846672959675,1.7042194665129973,7.253489697715728
6bba_d82a4fc6,6bba,Group A: GT Cells,545,27716,67,882,13.164179104477611,1292.3595830106606,89.52462036658251,1.4038788467064993,7.43969177173308
6bba_d82a4fc6,6bba,Group B: Static Optical Noise,545,27716,3618,4860,1.3432835820895523,873.5657991814708,39.30259781482431,0.04597071362948653,0.07354104369143752
6bba_d82a4fc6,6bba,Group C: Unannotated Cells,545,27716,3971,38517,9.699571896247797,957.3179232704899,53.90864664578384,1.7012499349494983,5.753047469871889
6bba_debd7bfa,6bba,Group A: GT Cells,766,11807,189,1018,5.386243386243386,460.6444148529652,42.630019339427555,2.291288226635212,10.195118281024316
6bba_debd7bfa,6bba,Group B: Static Optical Noise,766,11807,1608,1778,1.105721393034826,399.22237769485906,34.9869157979342,0.00910685656308805,0.012754425335864973
6bba_debd7bfa,6bba,Group C: Unannotated Cells,766,11807,2342,12309,5.255764304013663,493.03483852169643,50.191222642547515,3.2143618003367496,10.7696012967932
6bba_df673a83,6bba,Group A: GT Cells,668,19239,67,979,14.611940298507463,784.0031885343072,69.75770739091632,1.6455303146171443,13.424119956501002
6bba_df673a83,6bba,Group B: Static Optical Noise,668,19239,1174,1319,1.1235093696763203,552.5052039315029,37.335416554724205,0.022284504825744882,0.03149533546493465
6bba_df673a83,6bba,Group C: Unannotated Cells,668,19239,2194,21231,9.676845943482224,649.0077394837992,52.222564083895776,2.4723451826214013,10.104292308936765
6bba_e16ffc58,6bba,Group A: GT Cells,964,6367,149,1561,10.476510067114093,854.4529323029443,99.28311474146275,1.6733593624819902,8.815968583768807
6bba_e16ffc58,6bba,Group B: Static Optical Noise,964,6367,759,948,1.2490118577075098,545.6776679841897,59.509495669747324,0.028064510296348096,0.04812807115715588
6bba_e16ffc58,6bba,Group C: Unannotated Cells,964,6367,908,7177,7.904185022026431,674.4251011048669,80.97488312173336,1.9014621509035725,7.540730813011572
6bba_e5e44988,6bba,Group A: GT Cells,666,5615,186,975,5.241935483870968,477.3983207811179,32.8431940848632,2.4291641054772217,10.380738177014145
6bba_e5e44988,6bba,Group B: Static Optical Noise,666,5615,914,1148,1.2560175054704594,374.07868344274254,28.6868171044982,0.012193554166207408,0.019321060409051474
6bba_e5e44988,6bba,Group C: Unannotated Cells,666,5615,966,5505,5.698757763975156,498.88056768037774,43.14954614307566,2.72699110105519,10.673962910755728
6bba_ebdf3b34,6bba,Group A: GT Cells,847,56847,149,1569,10.53020134228188,1099.814499628893,89.70395537537387,1.7755792497285423,12.25702460293462
6bba_ebdf3b34,6bba,Group B: Static Optical Noise,847,56847,3866,5131,1.327211588204863,849.3375883773064,55.96833732804581,0.03446309759874599,0.05816775043889529
6bba_ebdf3b34,6bba,Group C: Unannotated Cells,847,56847,7334,70023,9.547722934278703,980.7224800421767,75.57284770969483,1.9822056131733994,10.092832391531301
6bba_ebff6e76,6bba,Group A: GT Cells,1318,41596,307,2817,9.175895765472312,955.2502119439816,36.17358194834429,1.4661470303151287,5.767798538247966
6bba_ebff6e76,6bba,Group B: Static Optical Noise,1318,41596,8060,10345,1.283498759305211,799.0927829432849,23.037879236961793,0.0420444610443764,0.06495963675781234
6bba_ebff6e76,6bba,Group C: Unannotated Cells,1318,41596,9658,71554,7.408780285773452,844.3586148555759,30.256134852247865,1.83864259808713,4.87171971730405
6bba_ed9377fd,6bba,Group A: GT Cells,531,4443,69,876,12.695652173913043,765.1425916388529,63.111466185037,1.277570408353802,9.251274676271587
6bba_ed9377fd,6bba,Group B: Static Optical Noise,531,4443,320,484,1.5125,597.0686764705882,71.02927730564977,0.06672448862810562,0.1229243802529552
6bba_ed9377fd,6bba,Group C: Unannotated Cells,531,4443,395,4551,11.521518987341771,672.9773780372698,85.39160434232781,1.6504152955476872,7.846028156155544
6bba_edf14583,6bba,Group A: GT Cells,801,59242,131,1653,12.618320610687023,1622.8005312224407,107.95303693382856,1.3756952089061134,9.462005588902514
6bba_edf14583,6bba,Group B: Static Optical Noise,801,59242,5856,7413,1.2658811475409837,1317.7227122177685,55.75115246489706,0.03713654534381517,0.059191320157213324
6bba_edf14583,6bba,Group C: Unannotated Cells,801,59242,7974,77122,9.671682969651368,1444.5952795305682,78.19291626396675,1.724551148186791,7.701800161137525
6bba_eebc57a5,6bba,Group A: GT Cells,1026,9347,207,1758,8.492753623188406,819.605944117597,99.0280986545671,1.5779393273244757,8.68615204635221
6bba_eebc57a5,6bba,Group B: Static Optical Noise,1026,9347,730,900,1.2328767123287672,669.131609589041,82.11616804915475,0.026730654602524637,0.045309998174752356
6bba_eebc57a5,6bba,Group C: Unannotated Cells,1026,9347,1144,9031,7.894230769230769,766.0938012087056,102.863092379613,1.9217480693474736,9.214998271466273
6bba_ef7b4f7e,6bba,Group A: GT Cells,1234,6107,87,1611,18.517241379310345,814.6268429161453,91.406262878207,1.4360114831155393,10.06903973174193
6bba_ef7b4f7e,6bba,Group B: Static Optical Noise,1234,6107,738,975,1.3211382113821137,472.91811201445347,52.20006805185596,0.05560608212519011,0.08899990051740674
6bba_ef7b4f7e,6bba,Group C: Unannotated Cells,1234,6107,605,5687,9.4,578.5602916550646,68.94772633746628,1.73327298013393,5.620199119976638
6bba_f17befbc,6bba,Group A: GT Cells,1078,24963,247,2081,8.425101214574898,1276.0361230511007,86.71469024679585,2.1699931865209203,10.783007381388376
6bba_f17befbc,6bba,Group B: Static Optical Noise,1078,24963,3968,4858,1.2242943548387097,932.6607442876344,52.62109871615645,0.013801563881483823,0.02529277133277546
6bba_f17befbc,6bba,Group C: Unannotated Cells,1078,24963,5399,30991,5.740137062418967,1110.8049765698354,70.39419268123831,2.4384125054441177,7.393489285084437
6bba_f1fde7e0,6bba,Group A: GT Cells,476,9040,192,794,4.135416666666667,467.72264747694436,35.8024526690864,2.362016533984333,6.310691207238982
6bba_f1fde7e0,6bba,Group B: Static Optical Noise,476,9040,3726,4375,1.1741814278046163,396.6163963653094,25.268194313849836,0.010912192661356762,0.019381377700383035
6bba_f1fde7e0,6bba,Group C: Unannotated Cells,476,9040,3732,14416,3.862808145766345,475.7479422581426,34.8366355699147,3.0985703343162663,6.222183676528386
6bba_f20478e9,6bba,Group A: GT Cells,1003,5973,227,1300,5.726872246696035,422.0123985756808,31.983297390436874,2.057419695109592,8.251011846215548
6bba_f20478e9,6bba,Group B: Static Optical Noise,1003,5973,1275,1620,1.2705882352941176,253.71836788048552,18.829805532204336,0.014703781256476577,0.02527383979390476
6bba_f20478e9,6bba,Group C: Unannotated Cells,1003,5973,1285,6400,4.980544747081712,328.0652317370984,28.638457966272053,2.4616410999950684,7.456840449133045
6bba_f4ae811c,6bba,Group A: GT Cells,1001,8903,123,1341,10.902439024390244,487.7106700709292,39.007856492600226,2.4347056096412434,20.522259845057093
6bba_f4ae811c,6bba,Group B: Static Optical Noise,1001,8903,855,914,1.0690058479532163,355.71282651072124,22.920400897169205,0.016418410572981386,0.02067260472127495
6bba_f4ae811c,6bba,Group C: Unannotated Cells,1001,8903,1245,8890,7.140562248995984,482.53342419729483,41.300330975307915,2.8478985560823675,13.192885459648505
6bba_f8ffd5e7,6bba,Group A: GT Cells,389,29540,70,654,9.342857142857143,1030.0212533529073,75.55988707858269,2.9762022283949485,14.689605355385323
6bba_f8ffd5e7,6bba,Group B: Static Optical Noise,389,29540,3110,3264,1.04951768488746,843.7734619506967,44.335595649155,0.0074815426251534705,0.010189291423183963
6bba_f8ffd5e7,6bba,Group C: Unannotated Cells,389,29540,5316,37842,7.118510158013544,930.6642078887542,59.92670874738291,3.149669040348436,12.554227172380548
6bba_fbc898dc,6bba,Group A: GT Cells,655,4889,43,954,22.186046511627907,750.9807957328517,77.8625700490342,1.3432810258414263,12.09236024507246
6bba_fbc898dc,6bba,Group B: Static Optical Noise,655,4889,406,657,1.6182266009852218,495.12706975593835,55.03661351071525,0.07050252188704914,0.10745195528656018
6bba_fbc898dc,6bba,Group C: Unannotated Cells,655,4889,455,4822,10.597802197802197,598.573443480452,75.97588858666258,1.6483894927750788,6.338050099272646
6bba_fc516dc6,6bba,Group A: GT Cells,788,7866,211,1201,5.691943127962086,981.5886605491661,112.6922939061664,1.9786878208181584,8.026831357704975
6bba_fc516dc6,6bba,Group B: Static Optical Noise,788,7866,932,1343,1.4409871244635193,742.7473712446351,95.76957458965427,0.027907670378557656,0.04812914505274599
6bba_fc516dc6,6bba,Group C: Unannotated Cells,788,7866,1438,8189,5.69471488178025,909.5600339180985,131.39333237867285,2.47244489970812,8.780470001093484
6bba_fc5f39dc,6bba,Group A: GT Cells,471,14020,66,631,9.56060606060606,555.7575694732874,29.402586773669764,2.3346005236758702,12.88260975723311
6bba_fc5f39dc,6bba,Group B: Static Optical Noise,471,14020,1310,1386,1.0580152671755725,462.69467383761275,20.13435402250058,0.014181477751491277,0.017466629946223194
6bba_fc5f39dc,6bba,Group C: Unannotated Cells,471,14020,2047,17187,8.3961895456766,559.264156372729,33.580271972116805,2.6833929019959015,11.737775606335155
6bba_fc83837d,6bba,Group A: GT Cells,957,13087,188,1615,8.590425531914894,601.1498642257952,31.726368498559307,1.6927319942814867,9.09377528465865
6bba_fc83837d,6bba,Group B: Static Optical Noise,957,13087,2471,3105,1.2565762849048967,521.234550307375,22.368382313025855,0.025777399834176203,0.04886532681722192
6bba_fc83837d,6bba,Group C: Unannotated Cells,957,13087,3306,20225,6.117664851784634,572.6582910291316,30.14957182787285,2.143692929625292,6.834283719683592
6bba_fe670320,6bba,Group A: GT Cells,716,10836,175,1073,6.131428571428572,670.1150399133935,54.07234672201684,2.4645526357410246,10.947665405897192
6bba_fe670320,6bba,Group B: Static Optical Noise,716,10836,2056,2485,1.208657587548638,562.043514915694,40.037928691984405,0.012528160173155617,0.022603319378492977
6bba_fe670320,6bba,Group C: Unannotated Cells,716,10836,2359,13410,5.684612123781263,694.7706477316564,59.567907833785334,2.469788625628163,8.511027130180272
