dataset,weight,gt_edges,pred_edges,tp,precision,recall,f1
44b6_e29f0176,0.6,50,10577,12,0.0011345372033657937,0.24,0.0022583984191211067
44b6_e31261b4,0.6,113,65265,89,0.0013636711867003753,0.7876106194690266,0.002722628407109425
44b6_e35b117d,0.6,266,31628,149,0.0047110155558366005,0.5601503759398496,0.009343450178717
44b6_e57ff5c6,0.6,186,16663,91,0.005461201464322151,0.489247311827957,0.01080182800166182
44b6_eb2880fc,0.6,379,39968,278,0.006955564451561249,0.7335092348284961,0.013780454556720452
44b6_f28707c6,0.6,61,17363,33,0.0019005932154581582,0.5409836065573771,0.0037878787878787876
6bba_05b6850b,0.6,845,7933,596,0.07512920710954242,0.7053254437869823,0.13579403053087263
6bba_05db0fb1,0.6,1183,67108,869,0.012949275794242118,0.7345731191885038,0.025449912872852937
6bba_062c8d37,0.6,898,7401,581,0.0785029050128361,0.6469933184855234,0.14001686950234968
6bba_07477033,0.6,602,5811,457,0.07864395112717261,0.7591362126245847,0.14252300015593328
6bba_07e24132,0.6,345,34008,240,0.007057163020465773,0.6956521739130435,0.013972578814077374
6bba_085bf656,0.6,1168,8796,769,0.08742610277398817,0.6583904109589042,0.15435568044961862
6bba_09961292,0.6,1871,32737,1372,0.041909765708525525,0.7332977017637627,0.07928802588996764
6bba_0c7fa718,0.6,659,13124,366,0.027887839073453217,0.5553869499241275,0.053108902270913444
6bba_0e7c0d07,0.6,198,20539,114,0.005550416281221091,0.5757575757575758,0.01099484014081111
6bba_12665c0e,0.6,998,7849,741,0.09440693081921264,0.7424849699398798,0.16751441166497116
6bba_13f19531,0.6,704,5959,530,0.08894109749958047,0.7528409090909091,0.1590874981239682
6bba_15403b9a,0.6,729,6601,436,0.0660505983941827,0.598079561042524,0.11896316507503411
6bba_1d0d8384,0.6,1365,20908,798,0.03816720872393342,0.5846153846153846,0.07165626543348448
6bba_1ebfb80d,0.6,719,11774,470,0.03991846441311364,0.6536856745479833,0.07524213559593373
6bba_1f58c2f6,0.6,299,27725,163,0.00587917042380523,0.5451505016722408,0.011632886097630602
6bba_207c6aaf,0.6,450,11673,193,0.01653388160712756,0.4288888888888889,0.03184030355522561
6bba_20852818,0.6,909,10792,630,0.0583765752409192,0.693069306930693,0.10768310400820442
6bba_2312ac41,0.6,1132,11445,885,0.07732634338138926,0.7818021201413428,0.14073308420131989
6bba_23af9eeb,0.6,499,5238,372,0.07101947308132875,0.7454909819639278,0.12968450409621754
6bba_2540cd90,0.6,523,5757,285,0.04950495049504951,0.5449330783938815,0.09076433121019108
6bba_2646afc7,0.6,721,6773,449,0.06629263251144249,0.6227461858529819,0.11982919669068588
6bba_268e1230,0.6,609,5094,384,0.07538280329799764,0.6305418719211823,0.13466596528143082
6bba_2819ca14,0.6,949,6010,646,0.10748752079866888,0.6807165437302424,0.18565885903147006
6bba_283bf9f1,0.6,1288,17397,884,0.0508133586250503,0.6863354037267081,0.09462135402729462
6bba_312f0dc3,0.6,500,8825,300,0.0339943342776204,0.6,0.064343163538874
6bba_32db13fc,0.6,811,35292,424,0.012014054176583928,0.5228113440197287,0.02348835276846799
6bba_337b1b3a,0.6,1213,29959,875,0.029206582329183217,0.7213520197856554,0.05614012575388169
6bba_372c8cb8,0.6,1007,8561,751,0.08772339679943932,0.7457795431976166,0.15698160535117056
6bba_3a1849c2,0.6,1142,8161,689,0.08442592819507413,0.6033274956217163,0.14812426099107817
6bba_3abfe10a,0.6,935,49458,621,0.012556108213029236,0.6641711229946524,0.024646280237334547
6bba_3c5691b6,0.6,746,7623,586,0.07687262232716778,0.7855227882037533,0.1400406261202055
6bba_3db54e20,0.6,474,18722,265,0.014154470676209807,0.5590717299578059,0.027609918733069394
6bba_3fda6b25,0.6,1179,10812,880,0.08139104698483167,0.7463952502120441,0.1467767492285881
6bba_43fea39d,0.6,880,6183,690,0.11159631246967491,0.7840909090909091,0.1953843975647742
6bba_474be664,0.6,286,29437,75,0.0025478139756089277,0.26223776223776224,0.00504659691148269
6bba_48816121,0.6,918,21281,658,0.030919599642873927,0.7167755991285403,0.05928194963737106
6bba_4aa14c89,0.6,681,6919,576,0.08324902442549502,0.8458149779735683,0.1515789473684211
6bba_4f99ce20,0.6,1010,6409,730,0.11390232485567171,0.7227722772277227,0.1967920204879364
6bba_4ffd3da3,0.6,689,16177,364,0.02250108178277802,0.5283018867924528,0.04316376141349461
6bba_55b7eebe,0.6,688,6515,523,0.0802762854950115,0.7601744186046512,0.14521727058170206
6bba_55c70843,0.6,467,35154,285,0.008107185526540365,0.6102783725910065,0.016001796692962016
6bba_57b7cc1e,0.6,1592,66612,813,0.012205008106647451,0.510678391959799,0.02384024397396047
6bba_5a4d9360,0.6,722,5801,422,0.07274607826236856,0.5844875346260388,0.12938831825847005
6bba_5b28472a,0.6,724,7511,564,0.07508986819331646,0.7790055248618785,0.13697632058287795
6bba_5c039895,0.6,1145,9257,750,0.08101976882359296,0.6550218340611353,0.1442030378773313
6bba_5c824876,0.6,1130,21934,846,0.038570256223215096,0.7486725663716814,0.07336108220603538
6bba_5dfe9ad1,0.6,1487,24318,1010,0.04153302080763221,0.6792199058507061,0.07827940321643093
6bba_5f89039d,0.6,885,6094,589,0.09665244502789629,0.6655367231638418,0.16879209055738642
6bba_61dd1e0d,0.6,543,10384,399,0.03842449922958398,0.7348066298342542,0.07303010890454836
6bba_61ecbe65,0.6,614,5804,390,0.06719503790489317,0.6351791530944625,0.12153318790900591
6bba_6321a359,0.6,798,5799,613,0.10570788066908088,0.768170426065163,0.1858420494164014
6bba_6479435d,0.6,580,21893,296,0.013520303293290093,0.5103448275862069,0.026342722377964665
6bba_67ebd073,0.6,438,16154,269,0.01665222235978705,0.6141552511415526,0.03242526518804243
6bba_6ca87370,0.6,1052,8347,673,0.08062777045645142,0.6397338403041825,0.14320672411958718
6bba_6db0e9b4,0.6,440,27264,349,0.012800762910798121,0.7931818181818182,0.025194917701414955
6bba_6feb10f0,0.6,1343,8194,140,0.017085672443251158,0.10424422933730454,0.029359337317814822
6bba_6feeb0b1,0.6,1343,10312,785,0.07612490302560124,0.5845122859270291,0.13470613470613468
6bba_705ec2c9,0.6,562,6051,391,0.06461741860849446,0.6957295373665481,0.11825192802056556
6bba_718b21f9,0.6,652,6542,355,0.05426475084072149,0.5444785276073619,0.09869335557408952
6bba_74686d6a,0.6,576,26374,420,0.015924774399029347,0.7291666666666666,0.03116883116883117
6bba_767a1e17,0.6,658,39157,362,0.009244834895420998,0.5501519756838906,0.018184101469295492
6bba_76db78c1,0.6,604,6074,419,0.06898254856766546,0.6937086092715232,0.12548667265648397
6bba_784a78c9,0.6,1739,12901,1372,0.10634834508952794,0.7889591719378953,0.18743169398907103
6bba_786893ac,0.6,1395,60498,840,0.013884756520876724,0.6021505376344086,0.027143618826038485
6bba_789f8168,0.6,681,10252,485,0.047307842372220056,0.7121879588839941,0.08872221714076649
6bba_78a7bd97,0.6,832,33436,385,0.01151453523148702,0.46274038461538464,0.022469942803781954
6bba_7af54fde,0.6,1092,10082,913,0.09055742908153144,0.8360805860805861,0.16341507069983893
6bba_7b5d3b2c,0.6,555,6749,406,0.0601570603052304,0.7315315315315315,0.11117196056955093
6bba_7d3058ae,0.6,1173,9880,817,0.08269230769230769,0.6965046888320545,0.14783316746584638
6bba_7f87b3d8,0.6,934,9900,581,0.05868686868686869,0.6220556745182013,0.10725493815765183
6bba_80d12824,0.6,654,9900,454,0.045858585858585856,0.6941896024464832,0.08603373128671593
6bba_825bd1c6,0.6,930,11122,564,0.05071030390217587,0.6064516129032258,0.09359442416196481
6bba_87289e13,0.6,699,16169,420,0.025975632382955038,0.6008583690987125,0.04979843490633151
6bba_8b7818bf,0.6,725,6862,537,0.07825706791023025,0.7406896551724138,0.14155792803479636
6bba_907271db,0.6,921,7546,532,0.07050092764378478,0.5776330076004343,0.1256643439234676
6bba_91951b3a,0.6,1148,11024,806,0.07311320754716981,0.7020905923344948,0.13243509694380545
6bba_96833384,0.6,721,5124,519,0.101288056206089,0.7198335644937587,0.1775876817792985
6bba_969618f6,0.6,658,12911,540,0.04182480055766401,0.8206686930091185,0.07959319036038028
6bba_971fa5e0,0.6,767,7094,507,0.07146884691288413,0.6610169491525424,0.12899122249077724
6bba_9a41d029,0.6,1353,18614,973,0.05227248307725368,0.7191426459719142,0.09746081033705614
6bba_9e23430b,0.6,891,7921,679,0.08572149981062997,0.7620650953984287,0.15410803449841126
6bba_a5e926bb,0.6,698,8051,481,0.05974413116383058,0.6891117478510028,0.1099554234769688
6bba_a90a0b9c,0.6,1112,37496,648,0.017281843396628974,0.5827338129496403,0.033568172399502695
6bba_ab78413d,0.6,1138,10846,281,0.02590816891019731,0.2469244288224956,0.0468958611481976
6bba_acd782a8,0.6,330,18075,186,0.01029045643153527,0.5636363636363636,0.020211898940505294
6bba_ae82a791,0.6,1471,8686,1076,0.12387750402947272,0.7314751869476547,0.21187358471989762
6bba_aeee7805,0.6,768,5686,665,0.11695392191347169,0.8658854166666666,0.20607375271149678
6bba_af149c94,0.6,1317,9725,894,0.0919280205655527,0.6788154897494305,0.16192718710378554
6bba_afb141ff,0.6,626,6908,443,0.06412854661262304,0.707667731629393,0.11760021237058667
6bba_b1ae37b9,0.6,579,23245,466,0.0200473220047322,0.8048359240069085,0.03912021490933512
6bba_b204cac7,0.6,811,9633,455,0.04723346828609987,0.561035758323058,0.0871313672922252
6bba_b329af44,0.6,1268,60944,866,0.014209766342872144,0.6829652996845426,0.027840288047322057
6bba_b693381b,0.6,935,6762,685,0.10130139012126589,0.732620320855615,0.17799142523060932
6bba_bb9f20c3,0.6,1879,25769,1227,0.04761535177926966,0.6530069185737094,0.08875868055555555
6bba_bbb708ca,0.6,861,6819,664,0.0973749816688664,0.7711962833914053,0.1729166666666667
6bba_c27cba08,0.6,493,6350,362,0.057007874015748035,0.7342799188640974,0.105801549028204
6bba_c328f2fd,0.6,500,31548,300,0.009509319132750094,0.6,0.018721917124313526
6bba_c73a1d11,0.6,710,15545,243,0.01563203602444516,0.34225352112676055,0.029898492771454933
6bba_cdcfe533,0.6,1348,28079,924,0.0329071548132056,0.685459940652819,0.06279946987460497
6bba_cf35214c,0.6,817,34310,674,0.019644418536869716,0.824969400244798,0.03837503914367865
6bba_cff5865f,0.6,1501,45293,1070,0.02362395955224869,0.7128580946035976,0.045732358849425135
6bba_d0fc38b5,0.6,813,7271,569,0.07825608582038233,0.6998769987699877,0.14077189510143492
6bba_d1acb6ff,0.6,643,12647,450,0.03558156084446904,0.6998444790046656,0.06772009029345372
6bba_d2b9fc0c,0.6,921,23481,595,0.02533963630169073,0.6460369163952225,0.04876649454962708
6bba_d3da753b,0.6,857,20053,456,0.022739739689821972,0.5320886814469078,0.04361549497847919
6bba_d5eae175,0.6,519,7068,285,0.04032258064516129,0.5491329479768786,0.07512850929221036
6bba_d6ecebbb,0.6,862,6461,606,0.09379353041324873,0.703016241299304,0.1655059401884474
6bba_d82a4fc6,0.6,530,26798,446,0.01664303306216882,0.8415094339622642,0.03264051522248244
6bba_debd7bfa,0.6,729,10263,482,0.046964825099873334,0.6611796982167353,0.08770014556040757
6bba_df673a83,0.6,654,18125,507,0.02797241379310345,0.7752293577981652,0.05399648543585921
6bba_e16ffc58,0.6,942,9194,572,0.06221448770937568,0.6072186836518046,0.11286503551696923
6bba_e5e44988,0.6,634,5739,346,0.06028924899808329,0.5457413249211357,0.10858308488937705
6bba_ebdf3b34,0.6,803,53633,589,0.010982044636697556,0.7334993773349938,0.02164009111617312
6bba_ebff6e76,0.6,1264,42803,683,0.015956825456159614,0.5403481012658228,0.030998252660721173
6bba_ed9377fd,0.6,508,5782,345,0.059667934970598406,0.6791338582677166,0.10969793322734499
6bba_edf14583,0.6,760,53311,560,0.010504398716962729,0.7368421052631579,0.020713506315770007
6bba_eebc57a5,0.6,989,12397,560,0.04517221908526256,0.5662285136501517,0.08366950545345883
6bba_ef7b4f7e,0.6,1201,6651,991,0.14900015035333034,0.8251457119067444,0.2524197656647988
6bba_f17befbc,0.6,1015,20791,647,0.031119234284065222,0.6374384236453202,0.05934146565165551
6bba_f1fde7e0,0.6,446,8135,228,0.028027043638598648,0.5112107623318386,0.053140659596783595
6bba_f20478e9,0.6,963,7109,649,0.09129272752848502,0.6739356178608515,0.160802775024777
6bba_f4ae811c,0.6,965,8261,743,0.08994068514707662,0.7699481865284974,0.16106655105137654
6bba_f8ffd5e7,0.6,370,28807,243,0.008435449717082653,0.6567567567567567,0.016656955821366143
6bba_fbc898dc,0.6,639,5810,560,0.0963855421686747,0.8763693270735524,0.17367033648627694
6bba_fc516dc6,0.6,762,10339,460,0.04449173034142567,0.6036745406824147,0.08287541662913252
6bba_fc5f39dc,0.6,458,13539,294,0.021715045424329713,0.6419213973799127,0.04200900192898478
6bba_fc83837d,0.6,923,12788,564,0.04410384735689709,0.6110509209100758,0.08226971045146234
6bba_fe670320,0.6,680,10539,426,0.04042129234272701,0.6264705882352941,0.07594259737944559
44b6_0113de3b,0.8,50,27356,32,0.0011697616610615586,0.64,0.0023352550536378898
44b6_0b24845f,0.8,49,29135,25,0.000858074480864939,0.5102040816326531,0.0017132675438596488
44b6_0c582fdc,0.8,70,26335,44,0.0016707803303588381,0.6285714285714286,0.0033327021397462605
44b6_0db75fae,0.8,151,15133,126,0.00832617458534329,0.8344370860927153,0.016487830410887205
44b6_12dfb391,0.8,773,60889,562,0.00922991016439751,0.7270375161707633,0.018228406474003436
44b6_144b256d,0.8,119,68299,88,0.0012884522467386053,0.7394957983193278,0.0025724224619252246
44b6_1574802b,0.8,153,17035,112,0.006574699148811271,0.7320261437908496,0.013032348149872005
44b6_18ced818,0.8,99,74092,69,0.0009312746315391675,0.696969696969697,0.0018600638891509752
44b6_1d530831,0.8,271,33257,196,0.00589349610608293,0.7232472324723247,0.011691720353137675
44b6_24264f12,0.8,221,24710,155,0.006272764063132335,0.7013574660633484,0.012434318719666278
44b6_267148e4,0.8,277,18498,140,0.00756838577143475,0.5054151624548736,0.014913448735019975
44b6_2a2eff9f,0.8,210,50111,161,0.003212867434295863,0.7666666666666667,0.006398918940402616
44b6_2f31fc2f,0.8,85,20385,32,0.0015697817022320333,0.3764705882352941,0.0031265266243282854
44b6_33b596bf,0.8,49,20589,33,0.0016027976103744719,0.673469387755102,0.003197984300804341
44b6_341df25f,0.8,209,7832,196,0.02502553626149132,0.937799043062201,0.04875015545330183
44b6_3a861e03,0.8,919,41071,683,0.01662973874509995,0.7431991294885746,0.03253155513217433
44b6_3bb3690f,0.8,396,31801,250,0.007861388006666458,0.6313131313131313,0.015529397148802684
44b6_40c45f5a,0.8,198,32951,141,0.004279081059755395,0.7121212121212122,0.008507043953060425
44b6_415c0a3a,0.8,322,51082,195,0.0038173916448063895,0.6055900621118012,0.007586958213368609
44b6_53f95252,0.8,68,37186,50,0.0013445920507717958,0.7352941176470589,0.002684275514038761
44b6_551a5dba,0.8,224,60201,141,0.0023421537848208503,0.6294642857142857,0.00466694249069094
44b6_5740d24b,0.8,170,16139,151,0.009356217857364148,0.888235294117647,0.01851738304003924
44b6_587a1e22,0.8,371,17100,259,0.015146198830409357,0.6981132075471698,0.02964913284872074
44b6_5f15d135,0.8,273,30509,167,0.005473794617981579,0.6117216117216118,0.010850497043726853
44b6_668e0cc7,0.8,631,34491,446,0.012930909512626482,0.7068145800316957,0.025397186948351462
44b6_66f9292d,0.8,198,50960,105,0.0020604395604395605,0.5303030303030303,0.0041049298252472735
44b6_706092f0,0.8,117,75909,78,0.0010275461407738213,0.6666666666666666,0.0020519296030305422
44b6_71a4179f,0.8,119,70185,87,0.0012395811070741612,0.7310924369747899,0.0024749658625398273
44b6_74d0c52e,0.8,139,13210,97,0.007342922028766087,0.697841726618705,0.014532923814517942
44b6_7a302da0,0.8,507,67979,347,0.005104517571602995,0.6844181459566075,0.010133457933008206
44b6_7e557709,0.8,560,58194,409,0.00702821596728185,0.7303571428571428,0.013922456343397895
44b6_808952d6,0.8,179,16057,175,0.010898673475742667,0.9776536312849162,0.021557033752155702
44b6_81c256f0,0.8,197,10746,191,0.017774055462497673,0.9695431472081218,0.03490816046787901
44b6_87bba6c4,0.8,149,23533,72,0.0030595334211532743,0.48322147651006714,0.006080567519635166
44b6_8cc6506c,0.8,396,31653,252,0.00796133067955644,0.6363636363636364,0.015725919685481607
44b6_8f5ab931,0.8,604,25497,432,0.01694316978468055,0.7152317880794702,0.033102179993103706
44b6_8f9ecab4,0.8,370,75661,279,0.0036875008260530526,0.754054054054054,0.007339111678131289
44b6_90724892,0.8,103,22694,81,0.003569225345906407,0.7864077669902912,0.007106198183971574
44b6_949adeb1,0.8,378,34060,235,0.006899588960657663,0.6216931216931217,0.013647714733724373
44b6_95029e92,0.8,198,7365,197,0.026748133061778683,0.9949494949494949,0.052095729207986254
44b6_97725144,0.8,221,38568,153,0.003967019290603609,0.6923076923076923,0.007888834463378793
44b6_996155de,0.8,377,10429,339,0.032505513472049094,0.8992042440318302,0.06274292059966685
44b6_9be80b04,0.8,220,62223,148,0.0023785416968002187,0.6727272727272727,0.004740323174735359
44b6_9bfa6a0a,0.8,259,65503,174,0.0026563668839595135,0.6718146718146718,0.005291809859797452
44b6_a21120c2,0.8,286,21032,186,0.008843666793457588,0.6503496503496503,0.01745004221784407
44b6_a2bb48bb,0.8,410,61476,220,0.0035786323117964736,0.5365853658536586,0.007109847138286527
44b6_aaf8b0ea,0.8,206,21063,194,0.00921046384655557,0.941747572815534,0.018242512576989982
44b6_abf82518,0.8,94,25241,89,0.003526009270631116,0.9468085106382979,0.007025853562265641
44b6_b2c44266,0.8,168,60810,128,0.0021049169544482813,0.7619047619047619,0.004198235429171177
44b6_c15fded2,0.8,102,18990,60,0.00315955766192733,0.5882352941176471,0.006285355122564425
44b6_c50204e0,0.8,325,44429,179,0.00402890004276486,0.5507692307692308,0.007999284980113508
44b6_c771cb04,0.8,223,50547,134,0.0026509980809939263,0.600896860986547,0.005278707898365176
44b6_c8e2a523,0.8,164,35345,132,0.0037346159287027867,0.8048780487804879,0.007434734855952012
44b6_c96cfa10,0.8,616,43100,449,0.010417633410672854,0.7288961038961039,0.020541678104126635
44b6_cf2536e8,0.8,75,52895,36,0.0006805936288874184,0.48,0.0013592599584670566
44b6_cf8fed6b,0.8,188,38070,153,0.004018912529550827,0.8138297872340425,0.007998327147263317
44b6_d29c9ab2,0.8,1328,40851,956,0.023402119899145677,0.7198795180722891,0.04533061476089998
44b6_d2f34f90,0.8,281,23223,198,0.008526030228652628,0.7046263345195729,0.016848196051735875
44b6_d5e7d891,0.8,893,42691,504,0.011805767023494413,0.5643896976483762,0.023127753303964754
44b6_d754aa59,0.8,70,6717,52,0.007741551287777281,0.7428571428571429,0.015323412406070429
44b6_d78e09d9,0.8,451,20762,307,0.014786629419131106,0.6807095343680709,0.028944515155800692
44b6_db3c847b,0.8,162,14963,114,0.007618793022789548,0.7037037037037037,0.015074380165289256
44b6_ddf577ad,0.8,647,52251,421,0.008057262061970105,0.6506955177743431,0.015917425989640438
44b6_deabac95,0.8,124,13278,90,0.006778129236330773,0.7258064516129032,0.013430831219221012
44b6_e28840c6,0.8,309,76785,229,0.0029823533242169693,0.7411003236245954,0.005940799543414533
44b6_e29f0176,0.8,50,10603,13,0.0012260680939356785,0.26,0.0024406270534121847
44b6_e31261b4,0.8,113,65292,90,0.0013784230839919132,0.7964601769911505,0.0027520831740692605
44b6_e35b117d,0.8,266,31678,150,0.004735147420923038,0.5639097744360902,0.009391435011269721
44b6_e57ff5c6,0.8,186,16671,93,0.005578549577109951,0.5,0.011033991813489945
44b6_eb2880fc,0.8,379,40040,276,0.0068931068931068935,0.7282321899736148,0.013656943516662957
44b6_f28707c6,0.8,61,17429,34,0.0019507717023351885,0.5573770491803278,0.0038879359634076613
6bba_05b6850b,0.8,845,7937,597,0.07521733652513544,0.7065088757396449,0.1359599180141198
6bba_05db0fb1,0.8,1183,67161,868,0.012924167299474397,0.7337278106508875,0.025400913028210226
6bba_062c8d37,0.8,898,7412,585,0.07892606583917972,0.6514476614699332,0.1407942238267148
6bba_07477033,0.8,602,5820,457,0.07852233676975945,0.7591362126245847,0.14232326378075366
6bba_07e24132,0.8,345,34013,241,0.007085526122364978,0.6985507246376812,0.01402875603935037
6bba_085bf656,0.8,1168,8820,770,0.0873015873015873,0.6592465753424658,0.1541850220264317
6bba_09961292,0.8,1871,32769,1373,0.041899356098751867,0.7338321753073223,0.07927251732101617
6bba_0c7fa718,0.8,659,13121,366,0.02789421537992531,0.5553869499241275,0.05312046444121916
6bba_0e7c0d07,0.8,198,20563,114,0.005543938141321792,0.5757575757575758,0.010982129955204471
6bba_12665c0e,0.8,998,7872,741,0.09413109756097561,0.7424849699398798,0.16708004509582863
6bba_13f19531,0.8,704,5976,534,0.0893574297188755,0.7585227272727273,0.1598802395209581
6bba_15403b9a,0.8,729,6614,438,0.06622316298760206,0.6008230452674898,0.11929728993599346
6bba_1d0d8384,0.8,1365,20931,801,0.03826859681811667,0.5868131868131868,0.07185145317545748
6bba_1ebfb80d,0.8,719,11786,471,0.03996266757169523,0.655076495132128,0.0753298680527789
6bba_1f58c2f6,0.8,299,27749,165,0.005946160221989982,0.5518394648829431,0.011765544780376497
6bba_207c6aaf,0.8,450,11703,193,0.016491497906519697,0.4288888888888889,0.03176170492882416
6bba_20852818,0.8,909,10826,637,0.05883983003879549,0.7007700770077008,0.10856412441414572
6bba_2312ac41,0.8,1132,11490,884,0.07693646649260226,0.7809187279151943,0.14007288860719377
6bba_23af9eeb,0.8,499,5250,372,0.07085714285714285,0.7454909819639278,0.12941381109758218
6bba_2540cd90,0.8,523,5758,283,0.04914901007294199,0.5411089866156787,0.09011303932494824
6bba_2646afc7,0.8,721,6786,448,0.06601827291482464,0.6213592233009708,0.11935526841614492
6bba_268e1230,0.8,609,5105,385,0.07541625857002938,0.632183908045977,0.13475673783689185
6bba_2819ca14,0.8,949,6033,649,0.10757500414387536,0.6838777660695469,0.1859066170151819
6bba_283bf9f1,0.8,1288,17426,887,0.05090095259956387,0.6886645962732919,0.09479534038687613
6bba_312f0dc3,0.8,500,8846,302,0.03413972416911598,0.604,0.06462657821527926
6bba_32db13fc,0.8,811,35319,421,0.011919929782836434,0.5191122071516646,0.023304732908939942
6bba_337b1b3a,0.8,1213,30029,870,0.02897199373938526,0.717230008244023,0.055694257729978866
6bba_372c8cb8,0.8,1007,8585,753,0.08771112405358183,0.7477656405163853,0.15700583819849875
6bba_3a1849c2,0.8,1142,8172,689,0.08431228585413607,0.6033274956217163,0.14794932359888338
6bba_3abfe10a,0.8,935,49474,619,0.012511622266240854,0.6620320855614973,0.024559106508758356
6bba_3c5691b6,0.8,746,7632,587,0.07691299790356394,0.7868632707774799,0.14012890904750538
6bba_3db54e20,0.8,474,18728,267,0.014256727894062366,0.5632911392405063,0.02780960316633684
6bba_3fda6b25,0.8,1179,10835,883,0.0814951545916013,0.7489397794741306,0.14699517229898454
6bba_43fea39d,0.8,880,6194,690,0.11139812721989022,0.7840909090909091,0.1950805767599661
6bba_474be664,0.8,286,29443,75,0.0025472947729511257,0.26223776223776224,0.005045578391469608
6bba_48816121,0.8,918,21358,666,0.031182695008895964,0.7254901960784313,0.059795295385167896
6bba_4aa14c89,0.8,681,6931,577,0.08324917039388256,0.8472834067547724,0.15160273252758802
6bba_4f99ce20,0.8,1010,6433,732,0.11378827918545002,0.7247524752475247,0.19669488109633212
6bba_4ffd3da3,0.8,689,16220,365,0.02250308261405672,0.5297532656023222,0.043172275119758706
6bba_55b7eebe,0.8,688,6528,524,0.08026960784313726,0.7616279069767442,0.14523281596452328
6bba_55c70843,0.8,467,35168,288,0.00818926296633303,0.6167023554603854,0.01616388382208503
6bba_57b7cc1e,0.8,1592,66666,817,0.012255122551225512,0.5131909547738693,0.02393858595329485
6bba_5a4d9360,0.8,722,5824,424,0.07280219780219781,0.5872576177285319,0.12954476015887567
6bba_5b28472a,0.8,724,7528,565,0.07505313496280552,0.7803867403314917,0.13693650024236548
6bba_5c039895,0.8,1145,9305,757,0.08135411069317572,0.6611353711790393,0.14488038277511964
6bba_5c824876,0.8,1130,21978,848,0.03858403858403858,0.7504424778761062,0.07339449541284404
6bba_5dfe9ad1,0.8,1487,24368,1014,0.04161195009848982,0.6819098856758574,0.07843743956681493
6bba_5f89039d,0.8,885,6098,590,0.09675303378156773,0.6666666666666666,0.1689818129743663
6bba_61dd1e0d,0.8,543,10402,399,0.03835800807537012,0.7348066298342542,0.07291000456829602
6bba_61ecbe65,0.8,614,5825,388,0.06660944206008583,0.6319218241042345,0.12051560801366672
6bba_6321a359,0.8,798,5812,613,0.10547143840330352,0.768170426065163,0.1854765506807867
6bba_6479435d,0.8,580,21889,296,0.013522773996071085,0.5103448275862069,0.026347411989852687
6bba_67ebd073,0.8,438,16159,272,0.016832724797326566,0.6210045662100456,0.032777007892992704
6bba_6ca87370,0.8,1052,8372,676,0.08074534161490683,0.6425855513307985,0.1434634974533107
6bba_6db0e9b4,0.8,440,27274,349,0.012796069516755885,0.7931818181818182,0.025185826658006782
6bba_6feb10f0,0.8,1343,8203,140,0.017066926734121662,0.10424422933730454,0.02933165723863398
6bba_6feeb0b1,0.8,1343,10339,789,0.07631298965083663,0.5874906924795235,0.13507960965588084
6bba_705ec2c9,0.8,562,6070,393,0.06474464579901153,0.699288256227758,0.11851628468033776
6bba_718b21f9,0.8,652,6550,356,0.05435114503816794,0.5460122699386503,0.09886142738128297
6bba_74686d6a,0.8,576,26387,421,0.015954826240194037,0.7309027777777778,0.031227979082446317
6bba_767a1e17,0.8,658,39178,365,0.009316453111440094,0.5547112462006079,0.018325133045486493
6bba_76db78c1,0.8,604,6088,419,0.0688239159001314,0.6937086092715232,0.12522414823670053
6bba_784a78c9,0.8,1739,12948,1379,0.10650293481618783,0.7929844738355377,0.18778511608905837
6bba_786893ac,0.8,1395,60491,846,0.01398555156965499,0.6064516129032258,0.027340593995410917
6bba_789f8168,0.8,681,10281,490,0.04766073339169342,0.7195301027900147,0.08939974457215838
6bba_78a7bd97,0.8,832,33422,381,0.011399676859553587,0.4579326923076923,0.02224557715887196
6bba_7af54fde,0.8,1092,10110,915,0.09050445103857567,0.8379120879120879,0.16336368505623997
6bba_7b5d3b2c,0.8,555,6758,406,0.06007694584196508,0.7315315315315315,0.11103514289621223
6bba_7d3058ae,0.8,1173,9901,820,0.08281991718008282,0.6990622335890878,0.14809463608452228
6bba_7f87b3d8,0.8,934,9922,591,0.05956460391050192,0.632762312633833,0.1088798820928519
6bba_80d12824,0.8,654,9923,455,0.04585306862843898,0.6957186544342507,0.08603573792190602
6bba_825bd1c6,0.8,930,11140,570,0.05116696588868941,0.6129032258064516,0.09444904722452362
6bba_87289e13,0.8,699,16177,429,0.026519132101131236,0.6137339055793991,0.05084143161886703
6bba_8b7818bf,0.8,725,6886,538,0.07812953819343596,0.7420689655172413,0.1413743266325056
6bba_907271db,0.8,921,7577,534,0.07047644186353438,0.5798045602605864,0.12567662979524594
6bba_91951b3a,0.8,1148,11089,807,0.07277482189557219,0.7029616724738676,0.1318950723216475
6bba_96833384,0.8,721,5143,521,0.10130274159051138,0.7226074895977809,0.17769440654843113
6bba_969618f6,0.8,658,12959,542,0.04182421483139131,0.8237082066869301,0.07960637438495997
6bba_971fa5e0,0.8,767,7095,508,0.07159971811134602,0.6623207301173403,0.12922920376494532
6bba_9a41d029,0.8,1353,18642,978,0.05246218216929514,0.7228381374722838,0.09782445611402851
6bba_9e23430b,0.8,891,7936,678,0.08543346774193548,0.7609427609427609,0.15361957629998868
6bba_a5e926bb,0.8,698,8085,487,0.060235003092145946,0.6977077363896849,0.11089604918592735
