dataset,pair_type,distance_um,cos_similarity,accel_norm_um,speed_ratio
6bba_9a41d029,FP_Noise_Link (TP->FP),5.540511,0.68861705,4.9589133,6.099113
6bba_c73a1d11,True_Cell_Link (TP->TP),2.4375,-0.21821786,3.3745658,1.3093003
6bba_c73a1d11,FP_Noise_Link (TP->FP),5.4655347,-0.47038022,6.5505843,2.9358058
44b6_8cc6506c,True_Cell_Link (TP->TP),1.7235727,0.8616403,1.21875,0.7385458
44b6_8cc6506c,FP_Noise_Link (TP->FP),1.8168052,-0.7006489,3.8325548,0.7784956
6bba_b329af44,True_Cell_Link (TP->TP),0.0,0.0,4.0625,0.0
6bba_b329af44,FP_Noise_Link (TP->FP),6.6629953,0.36582643,6.4105167,1.6401179
6bba_91951b3a,True_Cell_Link (TP->TP),2.1877232,0.5813181,1.8168052,2.4082923
6bba_91951b3a,FP_Noise_Link (TP->FP),4.8239512,-0.5649326,5.3895154,5.3103085
6bba_b329af44,True_Cell_Link (TP->TP),0.9084026,0.89442474,0.5745243,2.236013
6bba_b329af44,FP_Noise_Link (TP->FP),5.510643,0.1474419,5.4655347,13.564325
6bba_c73a1d11,True_Cell_Link (TP->TP),5.1547346,0.0,5.1547346,515473.47
6bba_c73a1d11,FP_Noise_Link (TP->FP),5.7019906,0.0,5.7019906,570199.06
6bba_1d0d8384,True_Cell_Link (TP->TP),1.4647552,0.0,2.0714767,0.99999315
6bba_1d0d8384,FP_Noise_Link (TP->FP),4.487178,-0.37665144,5.2183757,3.063411
6bba_3abfe10a,True_Cell_Link (TP->TP),0.40625,0.7071052,0.9084026,0.3535503
6bba_3abfe10a,FP_Noise_Link (TP->FP),3.65625,-0.70710665,4.542013,3.1819527
6bba_3a1849c2,True_Cell_Link (TP->TP),1.625,0.0,1.6750116,3.9999013
6bba_3a1849c2,FP_Noise_Link (TP->FP),5.970631,-0.40824816,6.147678,14.696576
6bba_085bf656,True_Cell_Link (TP->TP),2.1877232,0.95103395,1.2846752,0.6894975
6bba_085bf656,FP_Noise_Link (TP->FP),5.9290237,0.9123859,3.3003907,1.8686309
6bba_cdcfe533,True_Cell_Link (TP->TP),5.025035,0.6900072,3.65625,1.6241655
6bba_cdcfe533,FP_Noise_Link (TP->FP),5.9290237,-0.9086937,8.835354,1.9163481
6bba_337b1b3a,True_Cell_Link (TP->TP),3.9804208,0.335578,3.9177332,1.610768
6bba_337b1b3a,FP_Noise_Link (TP->FP),5.1547346,-0.9199082,7.49088,2.085981
6bba_d0fc38b5,True_Cell_Link (TP->TP),0.9084026,0.3299831,3.65625,0.23570165
6bba_d0fc38b5,FP_Noise_Link (TP->FP),4.02167,-0.5749889,6.9893894,1.0434957
6bba_fe670320,True_Cell_Link (TP->TP),3.74544,0.91741407,1.9902104,0.78767717
6bba_fe670320,FP_Noise_Link (TP->FP),3.4471455,-0.10068701,6.147678,0.72494495
44b6_c15fded2,True_Cell_Link (TP->TP),3.3500233,0.50895226,10.50767,0.28367805
44b6_c15fded2,FP_Noise_Link (TP->FP),5.3433843,0.010461853,12.910827,0.45247474
44b6_12dfb391,True_Cell_Link (TP->TP),0.9084026,0.81543523,2.8726213,0.25482288
44b6_12dfb391,FP_Noise_Link (TP->FP),2.9575446,0.89226025,1.625,0.82964313
6bba_5c039895,True_Cell_Link (TP->TP),2.0714767,0.99227756,0.8125,1.612439
6bba_5c039895,FP_Noise_Link (TP->FP),6.918188,0.22283441,6.7491317,5.385123
44b6_7a302da0,True_Cell_Link (TP->TP),2.4711223,0.8837877,1.4647552,1.9235235
44b6_7a302da0,FP_Noise_Link (TP->FP),6.306696,0.79443073,5.3433843,4.9091372
6bba_15403b9a,True_Cell_Link (TP->TP),0.5745243,0.6246947,3.3500233,0.15617333
6bba_15403b9a,FP_Noise_Link (TP->FP),6.0393405,-0.82455546,9.308357,1.6416782
6bba_d3da753b,True_Cell_Link (TP->TP),4.614113,0.9917526,0.9084026,0.8762729
6bba_d3da753b,FP_Noise_Link (TP->FP),5.170718,-0.9213644,10.229114,0.98197865
6bba_7d3058ae,True_Cell_Link (TP->TP),0.40625,0.17407748,2.2980971,0.17407691
6bba_7d3058ae,FP_Noise_Link (TP->FP),3.0671203,-0.7378286,5.04143,1.3142519
6bba_1d0d8384,True_Cell_Link (TP->TP),0.0,0.0,1.6750116,0.0
6bba_1d0d8384,FP_Noise_Link (TP->FP),6.4233766,-0.046017896,6.712352,3.8348022
44b6_eb2880fc,True_Cell_Link (TP->TP),2.03125,0.24077167,3.4946947,0.6019275
44b6_eb2880fc,FP_Noise_Link (TP->FP),6.809991,-0.25135663,8.325647,2.0180287
6bba_8b7818bf,True_Cell_Link (TP->TP),1.6750116,0.97014225,0.40625,1.0307701
6bba_8b7818bf,FP_Noise_Link (TP->FP),5.2656016,0.61721337,4.450246,3.2403502
6bba_5a4d9360,True_Cell_Link (TP->TP),1.8616713,0.9356013,0.9084026,0.7859019
6bba_5a4d9360,FP_Noise_Link (TP->FP),5.540511,0.25149772,5.4504156,2.338919
44b6_d29c9ab2,True_Cell_Link (TP->TP),0.0,0.0,0.40625,0.0
44b6_d29c9ab2,FP_Noise_Link (TP->FP),3.2752922,0.4961386,3.0939078,8.062058
6bba_fc83837d,True_Cell_Link (TP->TP),1.4647552,0.48418197,3.2752922,0.39339685
6bba_fc83837d,FP_Noise_Link (TP->FP),5.7452426,-0.27774602,7.6651096,1.5430294
6bba_3c5691b6,True_Cell_Link (TP->TP),1.6750116,-0.86772156,3.3745658,0.9219493
6bba_3c5691b6,FP_Noise_Link (TP->FP),4.6851034,-0.6592316,6.0393405,2.5787451
44b6_a2bb48bb,True_Cell_Link (TP->TP),2.6328008,0.78638667,1.6750116,1.0654229
44b6_a2bb48bb,FP_Noise_Link (TP->FP),5.6438055,-0.63901967,7.4688153,2.2838945
6bba_4f99ce20,True_Cell_Link (TP->TP),4.1628237,0.0,4.1628237,416282.38
6bba_4f99ce20,FP_Noise_Link (TP->FP),4.772357,0.0,4.772357,477235.72
6bba_6ca87370,True_Cell_Link (TP->TP),0.9084026,0.907959,1.8168052,0.3492138
6bba_6ca87370,FP_Noise_Link (TP->FP),5.8871217,-0.48496556,7.501888,2.263164
6bba_786893ac,True_Cell_Link (TP->TP),0.40625,0.0,0.5745243,0.9999753
6bba_786893ac,FP_Noise_Link (TP->FP),5.04143,0.24174677,4.9589133,12.409368
6bba_eebc57a5,True_Cell_Link (TP->TP),0.40625,0.69652563,3.810963,0.09950348
6bba_eebc57a5,FP_Noise_Link (TP->FP),4.487178,0.6936655,3.3745658,1.0990518
44b6_668e0cc7,True_Cell_Link (TP->TP),1.9902104,0.8839599,2.03125,0.55828893
44b6_668e0cc7,FP_Noise_Link (TP->FP),3.172914,-0.51069045,5.8590207,0.89005804
6bba_767a1e17,True_Cell_Link (TP->TP),5.4655347,0.9579482,1.8168052,1.2656076
6bba_767a1e17,FP_Noise_Link (TP->FP),6.345828,0.0,7.6758676,1.4694496
6bba_3c5691b6,True_Cell_Link (TP->TP),0.9084026,0.0,1.8616713,0.55901355
6bba_3c5691b6,FP_Noise_Link (TP->FP),2.9575446,0.5494422,2.4711223,1.8200163
44b6_5f15d135,True_Cell_Link (TP->TP),0.5745243,0.4629096,1.6750116,0.30860507
44b6_5f15d135,FP_Noise_Link (TP->FP),6.6629953,0.638639,5.6584077,3.5790203
44b6_c50204e0,True_Cell_Link (TP->TP),1.7235727,0.13130641,2.6012692,0.787835
44b6_c50204e0,FP_Noise_Link (TP->FP),6.4105167,0.95320505,4.3754463,2.9302096
6bba_a90a0b9c,True_Cell_Link (TP->TP),1.625,0.0,1.8616713,1.7888347
6bba_a90a0b9c,FP_Noise_Link (TP->FP),5.984436,-0.39466482,6.397631,6.587795
44b6_9be80b04,True_Cell_Link (TP->TP),1.1490486,0.0,1.2846752,1.9999652
44b6_9be80b04,FP_Noise_Link (TP->FP),3.172914,-0.27160707,3.3745658,5.522584
6bba_1f58c2f6,True_Cell_Link (TP->TP),3.2752922,0.05547,3.3500233,3.6055114
6bba_1f58c2f6,FP_Noise_Link (TP->FP),6.080193,0.47809136,5.7019906,6.6932063
6bba_d5eae175,True_Cell_Link (TP->TP),1.4647552,0.8320499,0.8125,1.2018405
6bba_d5eae175,FP_Noise_Link (TP->FP),6.21443,-0.06537204,6.4105167,5.0989776
6bba_a90a0b9c,True_Cell_Link (TP->TP),1.8616713,0.21821761,1.8168052,4.582463
6bba_a90a0b9c,FP_Noise_Link (TP->FP),6.7491317,0.24077164,6.6629953,16.612837
6bba_705ec2c9,True_Cell_Link (TP->TP),1.8168052,-0.5477224,3.3500233,0.91286635
6bba_705ec2c9,FP_Noise_Link (TP->FP),6.3588185,0.5477225,5.5255976,3.1950324
6bba_05db0fb1,True_Cell_Link (TP->TP),2.0714767,0.58834827,1.8616713,1.0197989
6bba_05db0fb1,FP_Noise_Link (TP->FP),6.8582892,0.5805019,5.915089,3.3763719
6bba_61dd1e0d,True_Cell_Link (TP->TP),1.8168052,0.6674912,3.172914,0.44499308
6bba_61dd1e0d,FP_Noise_Link (TP->FP),5.8590207,-0.4139605,8.414378,1.4350595
44b6_c96cfa10,True_Cell_Link (TP->TP),2.4375,0.9999998,0.40625,1.1999941
44b6_c96cfa10,FP_Noise_Link (TP->FP),5.540511,-0.5132649,6.809991,2.7276227
6bba_a90a0b9c,True_Cell_Link (TP->TP),0.40625,0.0,1.7235727,0.24253418
6bba_a90a0b9c,FP_Noise_Link (TP->FP),6.724634,-0.8351703,8.175624,4.014655
6bba_9a41d029,True_Cell_Link (TP->TP),0.5745243,0.9999984,0.5745243,0.49999565
6bba_9a41d029,FP_Noise_Link (TP->FP),6.4233766,-0.5366562,7.1064725,5.5901213
6bba_6feeb0b1,True_Cell_Link (TP->TP),0.8125,0.8137332,2.8726213,0.23249461
6bba_6feeb0b1,FP_Noise_Link (TP->FP),4.02167,0.5871392,3.4471455,1.1507896
6bba_09961292,True_Cell_Link (TP->TP),0.5745243,0.7071063,2.0714767,0.23570131
6bba_09961292,FP_Noise_Link (TP->FP),6.918188,0.13701804,7.0129623,2.8382194
44b6_c50204e0,True_Cell_Link (TP->TP),1.8168052,0.39999977,1.6750116,1.999978
44b6_c50204e0,FP_Noise_Link (TP->FP),5.170718,-0.94868314,6.0393405,5.6920366
6bba_2540cd90,True_Cell_Link (TP->TP),1.8616713,-0.43643522,2.0714767,4.582463
6bba_2540cd90,FP_Noise_Link (TP->FP),4.8239512,0.4210758,4.667457,11.874049
6bba_a5e926bb,True_Cell_Link (TP->TP),1.6750116,0.95266086,4.02167,0.29991126
6bba_a5e926bb,FP_Noise_Link (TP->FP),6.9893894,-0.68491745,11.554938,1.251452
6bba_05db0fb1,True_Cell_Link (TP->TP),4.8239512,0.14701809,4.9087377,2.5911798
6bba_05db0fb1,FP_Noise_Link (TP->FP),4.9087377,-0.054179516,5.3433843,2.6367228
6bba_5c039895,True_Cell_Link (TP->TP),0.40625,-0.24253528,1.8168052,0.24253418
6bba_5c039895,FP_Noise_Link (TP->FP),6.0393405,-0.4731266,6.9893894,3.6055298
6bba_eebc57a5,True_Cell_Link (TP->TP),0.8125,-0.7071052,1.2846752,1.4141889
6bba_eebc57a5,FP_Noise_Link (TP->FP),3.172914,0.27160707,3.0671203,5.522584
6bba_5dfe9ad1,True_Cell_Link (TP->TP),5.4504156,0.97590005,1.9902104,1.4638462
6bba_5dfe9ad1,FP_Noise_Link (TP->FP),5.6875,0.24939185,5.970631,1.5275211
6bba_a90a0b9c,True_Cell_Link (TP->TP),1.7235727,0.10540919,1.8616713,1.8973457
6bba_a90a0b9c,FP_Noise_Link (TP->FP),6.345828,-0.5153384,6.8582892,6.985623
44b6_a2bb48bb,True_Cell_Link (TP->TP),0.9084026,0.31622759,1.6750116,0.5270432
44b6_a2bb48bb,FP_Noise_Link (TP->FP),6.397631,-0.53881586,7.4688153,3.7118213
6bba_6db0e9b4,True_Cell_Link (TP->TP),5.7019906,0.95985395,3.8325548,2.8650045
6bba_6db0e9b4,FP_Noise_Link (TP->FP),6.4105167,-0.90550894,8.255976,3.2210083
44b6_e29f0176,True_Cell_Link (TP->TP),5.629165,0.99326587,0.9084026,1.1351588
44b6_e29f0176,FP_Noise_Link (TP->FP),6.0393405,-0.8762092,10.655838,1.2178733
6bba_786893ac,True_Cell_Link (TP->TP),0.9084026,0.0,0.9084026,90840.266
6bba_786893ac,FP_Noise_Link (TP->FP),6.5631695,0.0,6.5631695,656316.94
6bba_b329af44,True_Cell_Link (TP->TP),2.4375,0.74126047,2.3337286,0.7022448
6bba_b329af44,FP_Noise_Link (TP->FP),6.6629953,-0.12131411,7.8774796,1.9196119
6bba_f8ffd5e7,True_Cell_Link (TP->TP),1.1490486,0.89442664,0.5745243,0.8944203
6bba_f8ffd5e7,FP_Noise_Link (TP->FP),5.9290237,0.8883703,4.8239512,4.6151567
6bba_d5eae175,True_Cell_Link (TP->TP),2.0714767,0.5546997,1.8168052,3.6054883
6bba_d5eae175,FP_Noise_Link (TP->FP),6.0393405,0.23782566,5.9290237,10.511715
6bba_bb9f20c3,True_Cell_Link (TP->TP),2.6012692,0.0,2.6012692,260126.94
6bba_bb9f20c3,FP_Noise_Link (TP->FP),6.5631695,0.0,6.5631695,656316.94
6bba_09961292,True_Cell_Link (TP->TP),0.5745243,-0.7071037,0.9084026,1.4141787
6bba_09961292,FP_Noise_Link (TP->FP),3.8540258,-0.7378643,4.1628237,9.486599
6bba_bb9f20c3,True_Cell_Link (TP->TP),0.0,0.0,0.40625,0.0
6bba_bb9f20c3,FP_Noise_Link (TP->FP),6.512683,-0.24951306,6.625737,16.030825
6bba_b329af44,True_Cell_Link (TP->TP),1.8616713,0.42365915,1.8168052,1.2709692
6bba_b329af44,FP_Noise_Link (TP->FP),5.773897,-0.99522847,7.2330756,3.9418585
6bba_2540cd90,True_Cell_Link (TP->TP),0.8125,0.24253547,1.6750116,0.48506835
6bba_2540cd90,FP_Noise_Link (TP->FP),4.7376485,-0.7902957,6.147678,2.8284104
6bba_705ec2c9,True_Cell_Link (TP->TP),0.9084026,-0.89442474,1.2846752,2.236013
6bba_705ec2c9,FP_Noise_Link (TP->FP),6.918188,-0.88083005,7.2785673,17.028967
6bba_d2b9fc0c,True_Cell_Link (TP->TP),2.2980971,0.19425714,3.3745658,0.7770261
6bba_d2b9fc0c,FP_Noise_Link (TP->FP),6.7491317,0.9425673,4.082762,2.2819974
6bba_0e7c0d07,True_Cell_Link (TP->TP),3.6336105,0.99846023,0.40625,1.109397
6bba_0e7c0d07,FP_Noise_Link (TP->FP),6.9420033,-0.66778964,9.449134,2.1195002
6bba_76db78c1,True_Cell_Link (TP->TP),0.0,0.0,1.2846752,0.0
6bba_76db78c1,FP_Noise_Link (TP->FP),5.28125,-0.12162605,5.5850143,4.110929
6bba_3a1849c2,True_Cell_Link (TP->TP),0.5745243,0.7071052,0.5745243,0.70709807
6bba_3a1849c2,FP_Noise_Link (TP->FP),4.082762,-0.5970222,4.614113,5.0248756
6bba_2646afc7,True_Cell_Link (TP->TP),1.9902104,0.7698002,1.2846752,1.1546938
6bba_2646afc7,FP_Noise_Link (TP->FP),6.397631,0.35921058,5.9982095,3.7118213
6bba_825bd1c6,True_Cell_Link (TP->TP),7.49088,0.018881371,7.8038077,3.2098198
6bba_825bd1c6,FP_Noise_Link (TP->FP),2.2980971,0.98473173,0.40625,0.98472774
6bba_971fa5e0,True_Cell_Link (TP->TP),2.6012692,0.88821745,1.21875,1.25575
6bba_971fa5e0,FP_Noise_Link (TP->FP),5.9290237,-0.739071,7.5893764,2.862207
6bba_6ca87370,True_Cell_Link (TP->TP),7.4688153,0.0,7.4688153,746881.56
6bba_6ca87370,FP_Noise_Link (TP->FP),4.3942657,0.0,4.3942657,439426.56
6bba_32db13fc,True_Cell_Link (TP->TP),5.873088,0.4205347,5.5850143,1.4176055
6bba_32db13fc,FP_Noise_Link (TP->FP),5.3433843,0.22365649,5.984436,1.2897494
6bba_fc516dc6,True_Cell_Link (TP->TP),3.8325548,0.97439116,0.9084026,0.9529736
6bba_fc516dc6,FP_Noise_Link (TP->FP),4.9087377,0.8861686,2.2980971,1.220569
6bba_ed9377fd,True_Cell_Link (TP->TP),2.0714767,0.9217646,0.9084026,0.8876216
6bba_ed9377fd,FP_Noise_Link (TP->FP),4.337563,0.57063526,3.5648293,1.8586328
6bba_b1ae37b9,True_Cell_Link (TP->TP),3.6336105,0.0,3.6336105,363361.06
6bba_b1ae37b9,FP_Noise_Link (TP->FP),6.6007814,0.0,6.6007814,660078.2
6bba_6321a359,True_Cell_Link (TP->TP),1.8168052,0.9999997,0.0,0.9999945
6bba_6321a359,FP_Noise_Link (TP->FP),4.3942657,0.86824304,2.9575446,2.418664
44b6_7a302da0,True_Cell_Link (TP->TP),1.8616713,0.95266074,0.5745243,1.1114312
44b6_7a302da0,FP_Noise_Link (TP->FP),4.3942657,-0.20180182,5.0085864,2.6234083
6bba_e16ffc58,True_Cell_Link (TP->TP),0.5745243,0.0,2.0714767,0.2886737
6bba_e16ffc58,FP_Noise_Link (TP->FP),3.8325548,-0.90875876,5.7019906,1.9256936
6bba_debd7bfa,True_Cell_Link (TP->TP),0.0,0.0,2.9295104,0.0
6bba_debd7bfa,FP_Noise_Link (TP->FP),6.894291,0.19611612,6.9420033,2.3533854
6bba_b329af44,True_Cell_Link (TP->TP),0.40625,-0.1961159,2.1877232,0.19611518
6bba_b329af44,FP_Noise_Link (TP->FP),6.5631695,-0.27920353,7.413367,3.1683378
6bba_337b1b3a,True_Cell_Link (TP->TP),0.9084026,0.31622714,0.9084026,1.5811112
6bba_337b1b3a,FP_Noise_Link (TP->FP),2.6328008,-0.4364355,2.9295104,4.5824957
6bba_825bd1c6,True_Cell_Link (TP->TP),0.0,0.0,0.0,0.0
6bba_825bd1c6,FP_Noise_Link (TP->FP),4.8239512,0.0,4.8239512,482395.12
44b6_8cc6506c,True_Cell_Link (TP->TP),0.5745243,0.7071037,0.40625,1.4141787
44b6_8cc6506c,FP_Noise_Link (TP->FP),5.915089,0.8241631,5.5850143,14.55986
6bba_6feeb0b1,True_Cell_Link (TP->TP),7.7080517,0.98287225,3.6787503,1.842881
6bba_6feeb0b1,FP_Noise_Link (TP->FP),4.8239512,-0.53168064,7.887948,1.1533353
6bba_55b7eebe,True_Cell_Link (TP->TP),0.9084026,-0.89442474,1.2846752,2.236013
6bba_55b7eebe,FP_Noise_Link (TP->FP),2.6012692,0.78086805,2.2980971,6.4029665
6bba_2540cd90,True_Cell_Link (TP->TP),0.5745243,0.110431455,2.6012692,0.22086221
6bba_2540cd90,FP_Noise_Link (TP->FP),4.3942657,-0.14438269,5.420051,1.689271
44b6_c8e2a523,True_Cell_Link (TP->TP),0.9084026,0.31622714,0.9084026,1.5811112
44b6_c8e2a523,FP_Noise_Link (TP->FP),6.625737,0.17342195,6.5505843,11.532361
6bba_825bd1c6,True_Cell_Link (TP->TP),0.40625,-0.7071052,1.4647552,0.3535503
6bba_825bd1c6,FP_Noise_Link (TP->FP),5.4048047,0.79724085,4.542013,4.7036805
6bba_fc5f39dc,True_Cell_Link (TP->TP),4.337563,0.94097024,1.6750116,1.3243245
6bba_fc5f39dc,FP_Noise_Link (TP->FP),6.080193,-0.6298439,8.53125,1.8563762
6bba_09961292,True_Cell_Link (TP->TP),2.03125,-0.5820854,3.3003907,1.2126709
6bba_09961292,FP_Noise_Link (TP->FP),5.3433843,0.09219821,5.4504156,3.190039
6bba_48816121,True_Cell_Link (TP->TP),2.1877232,0.14888749,3.4710016,0.7196206
6bba_48816121,FP_Noise_Link (TP->FP),6.6629953,-0.63551295,8.909758,2.191698
6bba_09961292,True_Cell_Link (TP->TP),1.6750116,0.09007545,2.6328008,0.765638
6bba_09961292,FP_Noise_Link (TP->FP),6.4233766,0.9747855,4.3184967,2.9360878
6bba_825bd1c6,True_Cell_Link (TP->TP),1.7235727,0.25537694,3.3745658,0.5107524
6bba_825bd1c6,FP_Noise_Link (TP->FP),3.65625,-0.4414148,5.970631,1.0834695
6bba_c328f2fd,True_Cell_Link (TP->TP),1.9902104,0.91287076,1.21875,0.73029405
6bba_c328f2fd,FP_Noise_Link (TP->FP),5.4048047,-0.2465073,6.625737,1.9832561
6bba_3abfe10a,True_Cell_Link (TP->TP),4.9422445,-0.7382716,6.5505843,2.483265
6bba_3abfe10a,FP_Noise_Link (TP->FP),4.9087377,0.5405898,4.1825995,2.4664292
6bba_05db0fb1,True_Cell_Link (TP->TP),0.0,0.0,0.40625,0.0
6bba_05db0fb1,FP_Noise_Link (TP->FP),6.5505843,0.99227756,6.147678,16.124117
6bba_e16ffc58,True_Cell_Link (TP->TP),0.9084026,-0.43852878,2.6012692,0.4385269
6bba_e16ffc58,FP_Noise_Link (TP->FP),5.4655347,0.33527553,5.1547346,2.63846
6bba_5f89039d,True_Cell_Link (TP->TP),1.8168052,-0.5101127,5.0902977,0.4637377
6bba_5f89039d,FP_Noise_Link (TP->FP),4.7376485,-0.55129075,7.6327443,1.20928
6bba_3fda6b25,True_Cell_Link (TP->TP),1.1490486,-0.9486824,2.03125,1.2648971
6bba_3fda6b25,FP_Noise_Link (TP->FP),4.8918977,0.66850305,4.337563,5.385105
6bba_2646afc7,True_Cell_Link (TP->TP),0.40625,0.24253528,1.625,0.24253418
6bba_2646afc7,FP_Noise_Link (TP->FP),6.724634,0.8058661,5.4655347,4.014655
6bba_2540cd90,True_Cell_Link (TP->TP),0.8125,0.0,1.8616713,0.48506835
6bba_2540cd90,FP_Noise_Link (TP->FP),5.28125,-0.8955161,6.822098,3.1529443
6bba_e16ffc58,True_Cell_Link (TP->TP),2.2980971,-0.6324552,2.9575446,2.5297942
6bba_e16ffc58,FP_Noise_Link (TP->FP),6.6132708,-0.9615238,7.49088,7.2800293
6bba_edf14583,True_Cell_Link (TP->TP),2.4711223,0.0,2.4711223,247112.23
6bba_edf14583,FP_Noise_Link (TP->FP),5.984436,0.0,5.984436,598443.6
6bba_789f8168,True_Cell_Link (TP->TP),4.631963,0.99916786,1.1490486,1.3254232
6bba_789f8168,FP_Noise_Link (TP->FP),6.461802,0.21194434,6.6629953,1.8490266
6bba_971fa5e0,True_Cell_Link (TP->TP),2.6012692,-0.46852085,2.8145826,6.4029665
6bba_971fa5e0,FP_Noise_Link (TP->FP),6.90625,-0.70588213,7.198768,16.99958
6bba_786893ac,True_Cell_Link (TP->TP),0.5745243,0.70710576,0.9084026,0.47140068
6bba_786893ac,FP_Noise_Link (TP->FP),5.1547346,0.70929927,4.3754463,4.229491
6bba_bbb708ca,True_Cell_Link (TP->TP),1.8168052,-0.44721332,2.2980971,2.2360404
6bba_bbb708ca,FP_Noise_Link (TP->FP),6.306696,-0.77298784,6.95388,7.7619915
6bba_fe670320,True_Cell_Link (TP->TP),3.2752922,0.5209458,2.8145826,1.6124436
6bba_fe670320,FP_Noise_Link (TP->FP),6.319767,0.24427323,6.147678,3.1112545
6bba_9a41d029,True_Cell_Link (TP->TP),2.4375,0.23570222,2.6328008,1.4142054
6bba_9a41d029,FP_Noise_Link (TP->FP),1.8168052,0.31622767,2.0714767,1.0540864
6bba_474be664,True_Cell_Link (TP->TP),1.8616713,-0.6078305,3.6336105,0.85095906
6bba_474be664,FP_Noise_Link (TP->FP),6.95388,0.5315734,6.080193,3.1785777
6bba_786893ac,True_Cell_Link (TP->TP),0.5745243,0.0,0.8125,0.9999826
6bba_786893ac,FP_Noise_Link (TP->FP),5.8871217,-0.7807198,6.345828,10.246772
44b6_e35b117d,True_Cell_Link (TP->TP),0.5745243,-0.27734986,2.2980971,0.27734876
44b6_e35b117d,FP_Noise_Link (TP->FP),6.397631,-0.14944065,7.0129623,3.088425
44b6_d29c9ab2,True_Cell_Link (TP->TP),2.6012692,-0.5521575,3.8325548,1.5092221
44b6_d29c9ab2,FP_Noise_Link (TP->FP),5.9982095,-0.7981885,7.4466853,3.480082
44b6_7e557709,True_Cell_Link (TP->TP),1.8168052,0.75925636,1.21875,1.0846459
44b6_7e557709,FP_Noise_Link (TP->FP),6.5631695,0.3452893,6.1878157,3.9182594
6bba_09961292,True_Cell_Link (TP->TP),1.7235727,0.23570193,1.6750116,4.242536
6bba_09961292,FP_Noise_Link (TP->FP),6.0393405,-0.4036035,6.21443,14.865703
6bba_fbc898dc,True_Cell_Link (TP->TP),1.2846752,0.0,2.0714767,0.7905645
6bba_fbc898dc,FP_Noise_Link (TP->FP),6.5505843,0.0,6.7491317,4.031104
6bba_9a41d029,True_Cell_Link (TP->TP),1.21875,0.0,1.21875,121875.0
6bba_9a41d029,FP_Noise_Link (TP->FP),6.5631695,0.0,6.5631695,656316.94
6bba_57b7cc1e,True_Cell_Link (TP->TP),0.0,0.0,0.5745243,0.0
6bba_57b7cc1e,FP_Noise_Link (TP->FP),6.201137,0.6022132,5.873088,10.793328
6bba_312f0dc3,True_Cell_Link (TP->TP),3.2752922,0.7028634,2.3337286,1.3437041
6bba_312f0dc3,FP_Noise_Link (TP->FP),5.28125,0.48717946,4.614113,2.1666577
6bba_09961292,True_Cell_Link (TP->TP),2.1877232,0.0,2.1877232,218772.33
6bba_09961292,FP_Noise_Link (TP->FP),1.8616713,0.0,1.8616713,186167.14
6bba_767a1e17,True_Cell_Link (TP->TP),2.6012692,0.92023563,3.74544,0.43367356
6bba_767a1e17,FP_Noise_Link (TP->FP),6.397631,-0.32685828,10.099215,1.0665884
6bba_df673a83,True_Cell_Link (TP->TP),1.8168052,0.89442664,1.1490486,2.2360404
6bba_df673a83,FP_Noise_Link (TP->FP),6.7613473,-0.360505,7.094851,8.321556
6bba_3c5691b6,True_Cell_Link (TP->TP),0.5745243,0.333333,1.625,0.3333314
6bba_3c5691b6,FP_Noise_Link (TP->FP),5.28125,-0.1269166,5.759588,3.0641117
6bba_7b5d3b2c,True_Cell_Link (TP->TP),0.9084026,0.99999875,0.0,0.999989
6bba_7b5d3b2c,FP_Noise_Link (TP->FP),5.7019906,-0.3823517,6.1072764,6.2768726
6bba_2646afc7,True_Cell_Link (TP->TP),0.0,0.0,0.40625,0.0
6bba_2646afc7,FP_Noise_Link (TP->FP),5.5255976,0.2940857,5.420051,13.601135
6bba_6feeb0b1,True_Cell_Link (TP->TP),2.8145826,0.2581988,2.7252078,3.0983524
6bba_6feeb0b1,FP_Noise_Link (TP->FP),4.082762,0.35599524,3.8540258,4.4943914
6bba_b204cac7,True_Cell_Link (TP->TP),0.40625,-0.1596173,5.170718,0.07980853
6bba_b204cac7,FP_Noise_Link (TP->FP),4.487178,0.8887413,2.3337286,0.8815141
44b6_587a1e22,True_Cell_Link (TP->TP),3.3003907,-0.7463516,4.6851034,1.9703571
44b6_587a1e22,FP_Noise_Link (TP->FP),6.09375,0.5820855,5.296852,3.6380126
6bba_786893ac,True_Cell_Link (TP->TP),3.7233427,0.0,3.7233427,372334.28
6bba_786893ac,FP_Noise_Link (TP->FP),5.4504156,0.0,5.4504156,545041.56
44b6_9bfa6a0a,True_Cell_Link (TP->TP),0.5745243,-0.7071037,0.9084026,1.4141787
44b6_9bfa6a0a,FP_Noise_Link (TP->FP),4.02167,0.70710635,3.74544,9.899251
6bba_09961292,True_Cell_Link (TP->TP),0.40625,0.999994,0.0,0.9999753
6bba_09961292,FP_Noise_Link (TP->FP),5.8871217,0.34503263,5.759588,14.491019
6bba_57b7cc1e,True_Cell_Link (TP->TP),3.65625,0.0,3.65625,365625.0
6bba_57b7cc1e,FP_Noise_Link (TP->FP),6.7613473,0.0,6.7613473,676134.75
6bba_32db13fc,True_Cell_Link (TP->TP),5.2025385,0.0,5.2025385,520253.88
6bba_32db13fc,FP_Noise_Link (TP->FP),6.894291,0.0,6.894291,689429.1
6bba_085bf656,True_Cell_Link (TP->TP),2.6012692,0.74079704,1.8616713,2.02483
