dataset,threshold,threshold_single,raw_nodes,filtered_nodes,est_nodes,pe_ratio,in_ideal_pe,is_positive,pred_edges,tp_edges,gt_edges,edge_recall,penalty,kaggle_score
6bba_9a41d029,0.0002,0.0001,20680,19788,18231,1.0854,False,False,17862,1071,1353,0.7916,0.9146,0.724
6bba_9a41d029,0.0005,0.00025,20680,19282,18231,1.0576,False,False,17235,1062,1353,0.7849,0.9424,0.7397
6bba_9a41d029,0.001,0.0005,20680,18498,18231,1.0146,False,False,16290,1047,1353,0.7738,0.9854,0.7625
6bba_9a41d029,0.002,0.001,20680,17412,18231,0.9551,True,True,15094,1017,1353,0.7517,1.0,0.7517
6bba_9a41d029,0.005,0.0025,20680,15341,18231,0.8415,False,False,12856,960,1353,0.7095,1.0,0.7095
6bba_9a41d029,0.01,0.005,20680,13406,18231,0.7353,False,False,10829,884,1353,0.6534,1.0,0.6534
6bba_9a41d029,0.015,0.0075,20680,12125,18231,0.6651,False,False,9565,816,1353,0.6031,1.0,0.6031
6bba_9a41d029,0.02,0.01,20680,11274,18231,0.6184,False,False,8675,765,1353,0.5654,1.0,0.5654
6bba_9a41d029,0.03,0.015,20680,9843,18231,0.5399,False,False,7276,678,1353,0.5011,1.0,0.5011
6bba_9a41d029,0.05,0.025,20680,7937,18231,0.4354,False,False,5473,546,1353,0.4035,1.0,0.4035
6bba_9e23430b,0.0002,0.0001,7992,7706,7708,0.9997,False,False,6919,746,891,0.8373,1.0,0.8373
6bba_9e23430b,0.0005,0.00025,7992,7639,7708,0.991,False,False,6812,746,891,0.8373,1.0,0.8373
6bba_9e23430b,0.001,0.0005,7992,7531,7708,0.977,True,True,6683,745,891,0.8361,1.0,0.8361
6bba_9e23430b,0.002,0.001,7992,7304,7708,0.9476,True,True,6418,746,891,0.8373,1.0,0.8373
6bba_9e23430b,0.005,0.0025,7992,6864,7708,0.8905,False,False,5922,742,891,0.8328,1.0,0.8328
6bba_9e23430b,0.01,0.005,7992,6340,7708,0.8225,False,False,5365,724,891,0.8126,1.0,0.8126
6bba_9e23430b,0.015,0.0075,7992,5973,7708,0.7749,False,False,4964,704,891,0.7901,1.0,0.7901
6bba_9e23430b,0.02,0.01,7992,5691,7708,0.7383,False,False,4612,682,891,0.7654,1.0,0.7654
6bba_9e23430b,0.03,0.015,7992,5172,7708,0.671,False,False,4042,643,891,0.7217,1.0,0.7217
6bba_9e23430b,0.05,0.025,7992,4300,7708,0.5579,False,False,3189,575,891,0.6453,1.0,0.6453
6bba_a5e926bb,0.0002,0.0001,9108,8660,8440,1.0261,False,False,7428,565,698,0.8095,0.9739,0.7884
6bba_a5e926bb,0.0005,0.00025,9108,8569,8440,1.0153,False,False,7304,565,698,0.8095,0.9847,0.7971
6bba_a5e926bb,0.001,0.0005,9108,8431,8440,0.9989,False,False,7136,562,698,0.8052,1.0,0.8052
6bba_a5e926bb,0.002,0.001,9108,8210,8440,0.9727,True,True,6904,559,698,0.8009,1.0,0.8009
6bba_a5e926bb,0.005,0.0025,9108,7820,8440,0.9265,True,True,6460,550,698,0.788,1.0,0.788
6bba_a5e926bb,0.01,0.005,9108,7296,8440,0.8645,False,False,5874,538,698,0.7708,1.0,0.7708
6bba_a5e926bb,0.015,0.0075,9108,6926,8440,0.8206,False,False,5465,521,698,0.7464,1.0,0.7464
6bba_a5e926bb,0.02,0.01,9108,6592,8440,0.781,False,False,5093,502,698,0.7192,1.0,0.7192
6bba_a5e926bb,0.03,0.015,9108,5942,8440,0.704,False,False,4420,459,698,0.6576,1.0,0.6576
6bba_a5e926bb,0.05,0.025,9108,4862,8440,0.5761,False,False,3361,392,698,0.5616,1.0,0.5616
6bba_a90a0b9c,0.0002,0.0001,41402,39496,36896,1.0705,False,False,35526,696,1112,0.6259,0.9295,0.5818
6bba_a90a0b9c,0.0005,0.00025,41402,38204,36896,1.0355,False,False,33581,675,1112,0.607,0.9645,0.5855
6bba_a90a0b9c,0.001,0.0005,41402,36180,36896,0.9806,True,True,30738,641,1112,0.5764,1.0,0.5764
6bba_a90a0b9c,0.002,0.001,41402,32507,36896,0.881,False,False,26228,579,1112,0.5207,1.0,0.5207
6bba_a90a0b9c,0.005,0.0025,41402,24559,36896,0.6656,False,False,17999,426,1112,0.3831,1.0,0.3831
6bba_a90a0b9c,0.01,0.005,41402,16843,36896,0.4565,False,False,11555,307,1112,0.2761,1.0,0.2761
6bba_a90a0b9c,0.015,0.0075,41402,12676,36896,0.3436,False,False,8446,232,1112,0.2086,1.0,0.2086
6bba_a90a0b9c,0.02,0.01,41402,10337,36896,0.2802,False,False,6714,197,1112,0.1772,1.0,0.1772
6bba_a90a0b9c,0.03,0.015,41402,7299,36896,0.1978,False,False,4621,148,1112,0.1331,1.0,0.1331
6bba_a90a0b9c,0.05,0.025,41402,4420,36896,0.1198,False,False,2714,95,1112,0.0854,1.0,0.0854
6bba_ab78413d,0.0002,0.0001,11844,11141,9241,1.2056,False,False,9731,290,1138,0.2548,0.7944,0.2024
6bba_ab78413d,0.0005,0.00025,11844,10967,9241,1.1868,False,False,9465,289,1138,0.254,0.8132,0.2065
6bba_ab78413d,0.001,0.0005,11844,10635,9241,1.1508,False,False,9031,287,1138,0.2522,0.8492,0.2142
6bba_ab78413d,0.002,0.001,11844,9954,9241,1.0772,False,False,8178,278,1138,0.2443,0.9228,0.2254
6bba_ab78413d,0.005,0.0025,11844,8241,9241,0.8918,False,False,6459,252,1138,0.2214,1.0,0.2214
6bba_ab78413d,0.01,0.005,11844,6558,9241,0.7097,False,False,4917,212,1138,0.1863,1.0,0.1863
6bba_ab78413d,0.015,0.0075,11844,5630,9241,0.6092,False,False,4098,187,1138,0.1643,1.0,0.1643
6bba_ab78413d,0.02,0.01,11844,5014,9241,0.5426,False,False,3559,162,1138,0.1424,1.0,0.1424
6bba_ab78413d,0.03,0.015,11844,4058,9241,0.4391,False,False,2752,135,1138,0.1186,1.0,0.1186
6bba_ab78413d,0.05,0.025,11844,3060,9241,0.3311,False,False,1957,110,1138,0.0967,1.0,0.0967
6bba_acd782a8,0.0002,0.0001,21438,20638,19710,1.0471,False,False,18371,259,330,0.7848,0.9529,0.7479
6bba_acd782a8,0.0005,0.00025,21438,20361,19710,1.033,False,False,17970,255,330,0.7727,0.967,0.7472
6bba_acd782a8,0.001,0.0005,21438,19918,19710,1.0106,False,False,17368,254,330,0.7697,0.9894,0.7616
6bba_acd782a8,0.002,0.001,21438,19244,19710,0.9764,True,True,16442,249,330,0.7545,1.0,0.7545
6bba_acd782a8,0.005,0.0025,21438,17597,19710,0.8928,False,False,14349,228,330,0.6909,1.0,0.6909
6bba_acd782a8,0.01,0.005,21438,15544,19710,0.7886,False,False,12056,208,330,0.6303,1.0,0.6303
6bba_acd782a8,0.015,0.0075,21438,13875,19710,0.704,False,False,10391,186,330,0.5636,1.0,0.5636
6bba_acd782a8,0.02,0.01,21438,12499,19710,0.6341,False,False,9095,171,330,0.5182,1.0,0.5182
6bba_acd782a8,0.03,0.015,21438,10464,19710,0.5309,False,False,7302,146,330,0.4424,1.0,0.4424
6bba_acd782a8,0.05,0.025,21438,7809,19710,0.3962,False,False,5067,113,330,0.3424,1.0,0.3424
6bba_ae82a791,0.0002,0.0001,8369,8072,7403,1.0904,False,False,7366,1304,1471,0.8865,0.9096,0.8064
6bba_ae82a791,0.0005,0.00025,8369,8020,7403,1.0833,False,False,7297,1303,1471,0.8858,0.9167,0.812
6bba_ae82a791,0.001,0.0005,8369,7946,7403,1.0733,False,False,7193,1300,1471,0.8838,0.9267,0.8189
6bba_ae82a791,0.002,0.001,8369,7826,7403,1.0571,False,False,7015,1291,1471,0.8776,0.9429,0.8275
6bba_ae82a791,0.005,0.0025,8369,7516,7403,1.0153,False,False,6570,1268,1471,0.862,0.9847,0.8488
6bba_ae82a791,0.01,0.005,8369,7060,7403,0.9537,True,True,5982,1211,1471,0.8232,1.0,0.8232
6bba_ae82a791,0.015,0.0075,8369,6721,7403,0.9079,True,True,5574,1154,1471,0.7845,1.0,0.7845
6bba_ae82a791,0.02,0.01,8369,6406,7403,0.8653,False,False,5190,1104,1471,0.7505,1.0,0.7505
6bba_ae82a791,0.03,0.015,8369,5925,7403,0.8004,False,False,4661,1029,1471,0.6995,1.0,0.6995
6bba_ae82a791,0.05,0.025,8369,5112,7403,0.6905,False,False,3787,848,1471,0.5765,1.0,0.5765
6bba_aeee7805,0.0002,0.0001,5407,5195,5034,1.032,False,False,4843,710,768,0.9245,0.968,0.8949
6bba_aeee7805,0.0005,0.00025,5407,5151,5034,1.0232,False,False,4796,710,768,0.9245,0.9768,0.903
6bba_aeee7805,0.001,0.0005,5407,5094,5034,1.0119,False,False,4723,710,768,0.9245,0.9881,0.9135
6bba_aeee7805,0.002,0.001,5407,5021,5034,0.9974,False,False,4627,709,768,0.9232,1.0,0.9232
6bba_aeee7805,0.005,0.0025,5407,4839,5034,0.9613,True,True,4420,703,768,0.9154,1.0,0.9154
6bba_aeee7805,0.01,0.005,5407,4661,5034,0.9259,True,True,4209,700,768,0.9115,1.0,0.9115
6bba_aeee7805,0.015,0.0075,5407,4549,5034,0.9037,True,True,4046,688,768,0.8958,1.0,0.8958
6bba_aeee7805,0.02,0.01,5407,4432,5034,0.8804,False,False,3899,678,768,0.8828,1.0,0.8828
6bba_aeee7805,0.03,0.015,5407,4201,5034,0.8345,False,False,3611,653,768,0.8503,1.0,0.8503
6bba_aeee7805,0.05,0.025,5407,3783,5034,0.7515,False,False,3096,609,768,0.793,1.0,0.793
6bba_af149c94,0.0002,0.0001,9751,9319,8933,1.0432,False,False,8469,1070,1317,0.8125,0.9568,0.7773
6bba_af149c94,0.0005,0.00025,9751,9217,8933,1.0318,False,False,8351,1069,1317,0.8117,0.9682,0.7859
6bba_af149c94,0.001,0.0005,9751,9095,8933,1.0181,False,False,8202,1065,1317,0.8087,0.9819,0.794
6bba_af149c94,0.002,0.001,9751,8840,8933,0.9896,True,True,7931,1064,1317,0.8079,1.0,0.8079
6bba_af149c94,0.005,0.0025,9751,8314,8933,0.9307,True,True,7288,1048,1317,0.7957,1.0,0.7957
6bba_af149c94,0.01,0.005,9751,7695,8933,0.8614,False,False,6583,1028,1317,0.7806,1.0,0.7806
6bba_af149c94,0.015,0.0075,9751,7267,8933,0.8135,False,False,6109,1000,1317,0.7593,1.0,0.7593
6bba_af149c94,0.02,0.01,9751,6976,8933,0.7809,False,False,5779,979,1317,0.7434,1.0,0.7434
6bba_af149c94,0.03,0.015,9751,6414,8933,0.718,False,False,5133,928,1317,0.7046,1.0,0.7046
6bba_af149c94,0.05,0.025,9751,5557,8933,0.6221,False,False,4215,852,1317,0.6469,1.0,0.6469
6bba_afb141ff,0.0002,0.0001,7192,6838,6054,1.1295,False,False,5979,528,626,0.8435,0.8705,0.7342
6bba_afb141ff,0.0005,0.00025,7192,6730,6054,1.1117,False,False,5835,527,626,0.8419,0.8883,0.7479
6bba_afb141ff,0.001,0.0005,7192,6600,6054,1.0902,False,False,5674,525,626,0.8387,0.9098,0.763
6bba_afb141ff,0.002,0.001,7192,6416,6054,1.0598,False,False,5420,524,626,0.8371,0.9402,0.787
6bba_afb141ff,0.005,0.0025,7192,5949,6054,0.9827,True,True,4881,519,626,0.8291,1.0,0.8291
6bba_afb141ff,0.01,0.005,7192,5445,6054,0.8994,False,False,4326,505,626,0.8067,1.0,0.8067
6bba_afb141ff,0.015,0.0075,7192,5043,6054,0.833,False,False,3942,496,626,0.7923,1.0,0.7923
6bba_afb141ff,0.02,0.01,7192,4724,6054,0.7803,False,False,3642,490,626,0.7827,1.0,0.7827
6bba_afb141ff,0.03,0.015,7192,4157,6054,0.6867,False,False,3136,476,626,0.7604,1.0,0.7604
6bba_afb141ff,0.05,0.025,7192,3429,6054,0.5664,False,False,2490,452,626,0.722,1.0,0.722
6bba_b1ae37b9,0.0002,0.0001,27115,26082,24298,1.0734,False,False,23484,502,579,0.867,0.9266,0.8034
6bba_b1ae37b9,0.0005,0.00025,27115,25411,24298,1.0458,False,False,22357,487,579,0.8411,0.9542,0.8026
6bba_b1ae37b9,0.001,0.0005,27115,24228,24298,0.9971,False,False,20600,467,579,0.8066,1.0,0.8066
6bba_b1ae37b9,0.002,0.001,27115,21962,24298,0.9039,True,True,17828,431,579,0.7444,1.0,0.7444
6bba_b1ae37b9,0.005,0.0025,27115,17562,24298,0.7228,False,False,13064,345,579,0.5959,1.0,0.5959
6bba_b1ae37b9,0.01,0.005,27115,13517,24298,0.5563,False,False,9250,279,579,0.4819,1.0,0.4819
6bba_b1ae37b9,0.015,0.0075,27115,11201,24298,0.461,False,False,7298,208,579,0.3592,1.0,0.3592
6bba_b1ae37b9,0.02,0.01,27115,9667,24298,0.3979,False,False,6079,170,579,0.2936,1.0,0.2936
6bba_b1ae37b9,0.03,0.015,27115,7609,24298,0.3132,False,False,4585,128,579,0.2211,1.0,0.2211
6bba_b1ae37b9,0.05,0.025,27115,5423,24298,0.2232,False,False,3138,90,579,0.1554,1.0,0.1554
6bba_b204cac7,0.0002,0.0001,5741,5574,5092,1.0947,False,False,5139,602,811,0.7423,0.9053,0.672
6bba_b204cac7,0.0005,0.00025,5741,5558,5092,1.0915,False,False,5099,602,811,0.7423,0.9085,0.6744
6bba_b204cac7,0.001,0.0005,5741,5520,5092,1.0841,False,False,5024,601,811,0.7411,0.9159,0.6788
6bba_b204cac7,0.002,0.001,5741,5425,5092,1.0654,False,False,4859,594,811,0.7324,0.9346,0.6845
6bba_b204cac7,0.005,0.0025,5741,5052,5092,0.9921,False,False,4190,562,811,0.693,1.0,0.693
6bba_b204cac7,0.01,0.005,5741,4385,5092,0.8612,False,False,3258,476,811,0.5869,1.0,0.5869
6bba_b204cac7,0.015,0.0075,5741,3777,5092,0.7418,False,False,2645,412,811,0.508,1.0,0.508
6bba_b204cac7,0.02,0.01,5741,3298,5092,0.6477,False,False,2217,367,811,0.4525,1.0,0.4525
6bba_b204cac7,0.03,0.015,5741,2571,5092,0.5049,False,False,1649,309,811,0.381,1.0,0.381
6bba_b204cac7,0.05,0.025,5741,1832,5092,0.3598,False,False,1137,244,811,0.3009,1.0,0.3009
6bba_b329af44,0.0002,0.0001,75302,71996,62465,1.1526,False,False,64459,942,1268,0.7429,0.8474,0.6295
6bba_b329af44,0.0005,0.00025,75302,68915,62465,1.1033,False,False,59546,913,1268,0.72,0.8967,0.6457
6bba_b329af44,0.001,0.0005,75302,64131,62465,1.0267,False,False,52981,835,1268,0.6585,0.9733,0.641
6bba_b329af44,0.002,0.001,75302,56113,62465,0.8983,False,False,43783,704,1268,0.5552,1.0,0.5552
6bba_b329af44,0.005,0.0025,75302,42378,62465,0.6784,False,False,30130,527,1268,0.4156,1.0,0.4156
6bba_b329af44,0.01,0.005,75302,31511,62465,0.5045,False,False,20827,392,1268,0.3091,1.0,0.3091
6bba_b329af44,0.015,0.0075,75302,25284,62465,0.4048,False,False,15990,309,1268,0.2437,1.0,0.2437
6bba_b329af44,0.02,0.01,75302,21476,62465,0.3438,False,False,13160,267,1268,0.2106,1.0,0.2106
6bba_b329af44,0.03,0.015,75302,16248,62465,0.2601,False,False,9559,221,1268,0.1743,1.0,0.1743
6bba_b329af44,0.05,0.025,75302,10918,62465,0.1748,False,False,6093,156,1268,0.123,1.0,0.123
6bba_b693381b,0.0002,0.0001,7060,6774,5558,1.2188,False,False,5890,820,935,0.877,0.7812,0.6851
6bba_b693381b,0.0005,0.00025,7060,6744,5558,1.2134,False,False,5847,820,935,0.877,0.7866,0.6899
6bba_b693381b,0.001,0.0005,7060,6695,5558,1.2046,False,False,5770,819,935,0.8759,0.7954,0.6967
6bba_b693381b,0.002,0.001,7060,6571,5558,1.1823,False,False,5625,818,935,0.8749,0.8177,0.7154
6bba_b693381b,0.005,0.0025,7060,6332,5558,1.1393,False,False,5334,801,935,0.8567,0.8607,0.7374
6bba_b693381b,0.01,0.005,7060,6034,5558,1.0856,False,False,4993,790,935,0.8449,0.9144,0.7726
6bba_b693381b,0.015,0.0075,7060,5825,5558,1.048,False,False,4718,763,935,0.816,0.952,0.7768
6bba_b693381b,0.02,0.01,7060,5648,5558,1.0162,False,False,4501,743,935,0.7947,0.9838,0.7818
6bba_b693381b,0.03,0.015,7060,5246,5558,0.9439,True,True,4103,706,935,0.7551,1.0,0.7551
6bba_b693381b,0.05,0.025,7060,4672,5558,0.8406,False,False,3487,637,935,0.6813,1.0,0.6813
6bba_bb9f20c3,0.0002,0.0001,28153,26783,23071,1.1609,False,False,23865,1499,1879,0.7978,0.8391,0.6694
6bba_bb9f20c3,0.0005,0.00025,28153,25785,23071,1.1176,False,False,22364,1468,1879,0.7813,0.8824,0.6894
6bba_bb9f20c3,0.001,0.0005,28153,24130,23071,1.0459,False,False,20207,1394,1879,0.7419,0.9541,0.7078
6bba_bb9f20c3,0.002,0.001,28153,21485,23071,0.9313,True,True,17061,1236,1879,0.6578,1.0,0.6578
6bba_bb9f20c3,0.005,0.0025,28153,16274,23071,0.7054,False,False,11408,874,1879,0.4651,1.0,0.4651
6bba_bb9f20c3,0.01,0.005,28153,11337,23071,0.4914,False,False,7096,553,1879,0.2943,1.0,0.2943
6bba_bb9f20c3,0.015,0.0075,28153,8420,23071,0.365,False,False,5008,373,1879,0.1985,1.0,0.1985
6bba_bb9f20c3,0.02,0.01,28153,6751,23071,0.2926,False,False,3904,309,1879,0.1644,1.0,0.1644
6bba_bb9f20c3,0.03,0.015,28153,4813,23071,0.2086,False,False,2705,204,1879,0.1086,1.0,0.1086
6bba_bb9f20c3,0.05,0.025,28153,2987,23071,0.1295,False,False,1650,121,1879,0.0644,1.0,0.0644
6bba_bbb708ca,0.0002,0.0001,7474,7072,6785,1.0423,False,False,6169,762,861,0.885,0.9577,0.8476
6bba_bbb708ca,0.0005,0.00025,7474,7003,6785,1.0321,False,False,6071,761,861,0.8839,0.9679,0.8555
6bba_bbb708ca,0.001,0.0005,7474,6893,6785,1.0159,False,False,5944,761,861,0.8839,0.9841,0.8698
6bba_bbb708ca,0.002,0.001,7474,6717,6785,0.99,True,True,5748,758,861,0.8804,1.0,0.8804
6bba_bbb708ca,0.005,0.0025,7474,6336,6785,0.9338,True,True,5358,755,861,0.8769,1.0,0.8769
6bba_bbb708ca,0.01,0.005,7474,5988,6785,0.8825,False,False,4994,746,861,0.8664,1.0,0.8664
6bba_bbb708ca,0.015,0.0075,7474,5735,6785,0.8452,False,False,4719,740,861,0.8595,1.0,0.8595
6bba_bbb708ca,0.02,0.01,7474,5542,6785,0.8168,False,False,4502,728,861,0.8455,1.0,0.8455
6bba_bbb708ca,0.03,0.015,7474,5159,6785,0.7604,False,False,4092,712,861,0.8269,1.0,0.8269
6bba_bbb708ca,0.05,0.025,7474,4523,6785,0.6666,False,False,3407,677,861,0.7863,1.0,0.7863
6bba_c27cba08,0.0002,0.0001,6725,6383,6445,0.9904,False,False,5857,406,493,0.8235,1.0,0.8235
6bba_c27cba08,0.0005,0.00025,6725,6286,6445,0.9753,True,True,5757,406,493,0.8235,1.0,0.8235
6bba_c27cba08,0.001,0.0005,6725,6173,6445,0.9578,True,True,5645,405,493,0.8215,1.0,0.8215
6bba_c27cba08,0.002,0.001,6725,6016,6445,0.9334,True,True,5485,404,493,0.8195,1.0,0.8195
6bba_c27cba08,0.005,0.0025,6725,5696,6445,0.8838,False,False,5115,399,493,0.8093,1.0,0.8093
6bba_c27cba08,0.01,0.005,6725,5357,6445,0.8312,False,False,4751,393,493,0.7972,1.0,0.7972
6bba_c27cba08,0.015,0.0075,6725,5110,6445,0.7929,False,False,4474,383,493,0.7769,1.0,0.7769
6bba_c27cba08,0.02,0.01,6725,4894,6445,0.7593,False,False,4215,371,493,0.7525,1.0,0.7525
6bba_c27cba08,0.03,0.015,6725,4517,6445,0.7009,False,False,3755,345,493,0.6998,1.0,0.6998
6bba_c27cba08,0.05,0.025,6725,3848,6445,0.5971,False,False,2943,307,493,0.6227,1.0,0.6227
6bba_c328f2fd,0.0002,0.0001,34173,33210,31228,1.0635,False,False,30499,335,500,0.67,0.9365,0.6275
6bba_c328f2fd,0.0005,0.00025,34173,32639,31228,1.0452,False,False,29472,334,500,0.668,0.9548,0.6378
6bba_c328f2fd,0.001,0.0005,34173,31569,31228,1.0109,False,False,27594,326,500,0.652,0.9891,0.6449
6bba_c328f2fd,0.002,0.001,34173,29467,31228,0.9436,True,True,24307,305,500,0.61,1.0,0.61
6bba_c328f2fd,0.005,0.0025,34173,23372,31228,0.7484,False,False,16886,254,500,0.508,1.0,0.508
6bba_c328f2fd,0.01,0.005,34173,16503,31228,0.5285,False,False,10783,201,500,0.402,1.0,0.402
6bba_c328f2fd,0.015,0.0075,34173,12376,31228,0.3963,False,False,7789,159,500,0.318,1.0,0.318
6bba_c328f2fd,0.02,0.01,34173,10239,31228,0.3279,False,False,6293,134,500,0.268,1.0,0.268
6bba_c328f2fd,0.03,0.015,34173,7252,31228,0.2322,False,False,4342,101,500,0.202,1.0,0.202
6bba_c328f2fd,0.05,0.025,34173,4540,31228,0.1454,False,False,2636,69,500,0.138,1.0,0.138
6bba_c73a1d11,0.0002,0.0001,20100,18805,16315,1.1526,False,False,15978,284,710,0.4,0.8474,0.339
6bba_c73a1d11,0.0005,0.00025,20100,18466,16315,1.1318,False,False,15505,279,710,0.393,0.8682,0.3411
6bba_c73a1d11,0.001,0.0005,20100,17964,16315,1.1011,False,False,14823,271,710,0.3817,0.8989,0.3431
6bba_c73a1d11,0.002,0.001,20100,16946,16315,1.0387,False,False,13521,250,710,0.3521,0.9613,0.3385
6bba_c73a1d11,0.005,0.0025,20100,14212,16315,0.8711,False,False,10361,205,710,0.2887,1.0,0.2887
6bba_c73a1d11,0.01,0.005,20100,10666,16315,0.6538,False,False,7154,159,710,0.2239,1.0,0.2239
6bba_c73a1d11,0.015,0.0075,20100,8446,16315,0.5177,False,False,5393,121,710,0.1704,1.0,0.1704
6bba_c73a1d11,0.02,0.01,20100,7006,16315,0.4294,False,False,4350,98,710,0.138,1.0,0.138
6bba_c73a1d11,0.03,0.015,20100,5200,16315,0.3187,False,False,3109,64,710,0.0901,1.0,0.0901
6bba_c73a1d11,0.05,0.025,20100,3401,16315,0.2085,False,False,1952,40,710,0.0563,1.0,0.0563
6bba_cdcfe533,0.0002,0.0001,31530,30487,29785,1.0236,False,False,27931,1232,1348,0.9139,0.9764,0.8924
6bba_cdcfe533,0.0005,0.00025,31530,29878,29785,1.0031,False,False,27014,1209,1348,0.8969,0.9969,0.8941
6bba_cdcfe533,0.001,0.0005,31530,28947,29785,0.9719,True,True,25597,1178,1348,0.8739,1.0,0.8739
6bba_cdcfe533,0.002,0.001,31530,27203,29785,0.9133,True,True,22944,1094,1348,0.8116,1.0,0.8116
6bba_cdcfe533,0.005,0.0025,31530,22305,29785,0.7489,False,False,16516,861,1348,0.6387,1.0,0.6387
6bba_cdcfe533,0.01,0.005,31530,15309,29785,0.514,False,False,9887,551,1348,0.4088,1.0,0.4088
6bba_cdcfe533,0.015,0.0075,31530,10572,29785,0.3549,False,False,6374,354,1348,0.2626,1.0,0.2626
6bba_cdcfe533,0.02,0.01,31530,7699,29785,0.2585,False,False,4456,258,1348,0.1914,1.0,0.1914
6bba_cdcfe533,0.03,0.015,31530,4439,29785,0.149,False,False,2490,142,1348,0.1053,1.0,0.1053
6bba_cdcfe533,0.05,0.025,31530,2064,29785,0.0693,False,False,1120,62,1348,0.046,1.0,0.046
6bba_cf35214c,0.0002,0.0001,39629,38053,34890,1.0907,False,False,35159,771,817,0.9437,0.9093,0.8581
6bba_cf35214c,0.0005,0.00025,39629,37262,34890,1.068,False,False,34103,762,817,0.9327,0.932,0.8693
6bba_cf35214c,0.001,0.0005,39629,36110,34890,1.035,False,False,32480,743,817,0.9094,0.965,0.8776
6bba_cf35214c,0.002,0.001,39629,34191,34890,0.98,True,True,29695,697,817,0.8531,1.0,0.8531
6bba_cf35214c,0.005,0.0025,39629,28997,34890,0.8311,False,False,22672,554,817,0.6781,1.0,0.6781
6bba_cf35214c,0.01,0.005,39629,21093,34890,0.6046,False,False,14478,407,817,0.4982,1.0,0.4982
6bba_cf35214c,0.015,0.0075,39629,15324,34890,0.4392,False,False,9718,311,817,0.3807,1.0,0.3807
6bba_cf35214c,0.02,0.01,39629,11418,34890,0.3273,False,False,6922,245,817,0.2999,1.0,0.2999
6bba_cf35214c,0.03,0.015,39629,6942,34890,0.199,False,False,4012,187,817,0.2289,1.0,0.2289
6bba_cf35214c,0.05,0.025,39629,3296,34890,0.0945,False,False,1844,127,817,0.1554,1.0,0.1554
6bba_cff5865f,0.0002,0.0001,51967,49724,46362,1.0725,False,False,45108,1294,1501,0.8621,0.9275,0.7996
6bba_cff5865f,0.0005,0.00025,51967,48456,46362,1.0452,False,False,42979,1260,1501,0.8394,0.9548,0.8015
6bba_cff5865f,0.001,0.0005,51967,46535,46362,1.0037,False,False,39879,1202,1501,0.8008,0.9963,0.7978
6bba_cff5865f,0.002,0.001,51967,42779,46362,0.9227,True,True,34635,1076,1501,0.7169,1.0,0.7169
6bba_cff5865f,0.005,0.0025,51967,33672,46362,0.7263,False,False,24424,845,1501,0.563,1.0,0.563
6bba_cff5865f,0.01,0.005,51967,23213,46362,0.5007,False,False,15223,582,1501,0.3877,1.0,0.3877
6bba_cff5865f,0.015,0.0075,51967,16940,46362,0.3654,False,False,10598,444,1501,0.2958,1.0,0.2958
6bba_cff5865f,0.02,0.01,51967,13011,46362,0.2806,False,False,7939,363,1501,0.2418,1.0,0.2418
6bba_cff5865f,0.03,0.015,51967,8437,46362,0.182,False,False,4959,233,1501,0.1552,1.0,0.1552
6bba_cff5865f,0.05,0.025,51967,4561,46362,0.0984,False,False,2587,135,1501,0.0899,1.0,0.0899
6bba_d0fc38b5,0.0002,0.0001,6995,6781,6111,1.1096,False,False,6278,670,813,0.8241,0.8904,0.7338
6bba_d0fc38b5,0.0005,0.00025,6995,6747,6111,1.1041,False,False,6223,670,813,0.8241,0.8959,0.7383
6bba_d0fc38b5,0.001,0.0005,6995,6697,6111,1.0959,False,False,6147,669,813,0.8229,0.9041,0.744
6bba_d0fc38b5,0.002,0.001,6995,6600,6111,1.08,False,False,6019,669,813,0.8229,0.92,0.757
6bba_d0fc38b5,0.005,0.0025,6995,6363,6111,1.0412,False,False,5711,666,813,0.8192,0.9588,0.7854
6bba_d0fc38b5,0.01,0.005,6995,6077,6111,0.9944,False,False,5400,659,813,0.8106,1.0,0.8106
6bba_d0fc38b5,0.015,0.0075,6995,5863,6111,0.9594,True,True,5174,657,813,0.8081,1.0,0.8081
6bba_d0fc38b5,0.02,0.01,6995,5685,6111,0.9303,True,True,4970,652,813,0.802,1.0,0.802
6bba_d0fc38b5,0.03,0.015,6995,5386,6111,0.8814,False,False,4604,636,813,0.7823,1.0,0.7823
6bba_d0fc38b5,0.05,0.025,6995,4856,6111,0.7946,False,False,3967,604,813,0.7429,1.0,0.7429
6bba_d1acb6ff,0.0002,0.0001,15976,14938,14719,1.0149,False,False,12889,476,643,0.7403,0.9851,0.7293
6bba_d1acb6ff,0.0005,0.00025,15976,14739,14719,1.0014,False,False,12657,476,643,0.7403,0.9986,0.7393
6bba_d1acb6ff,0.001,0.0005,15976,14456,14719,0.9821,True,True,12330,474,643,0.7372,1.0,0.7372
6bba_d1acb6ff,0.002,0.001,15976,14012,14719,0.952,True,True,11835,471,643,0.7325,1.0,0.7325
6bba_d1acb6ff,0.005,0.0025,15976,13088,14719,0.8892,False,False,10705,462,643,0.7185,1.0,0.7185
6bba_d1acb6ff,0.01,0.005,15976,11810,14719,0.8024,False,False,9237,443,643,0.689,1.0,0.689
6bba_d1acb6ff,0.015,0.0075,15976,10707,14719,0.7274,False,False,8009,414,643,0.6439,1.0,0.6439
